chatbot_sid,time,user_id,turns,user_messages,bot_last_message,category,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning,skipped_by_gate,gate_action,Gate 1 Category tag,learning_ask_type,gate_reasons,gate_source
62dae1df-21e8-4b0f-bb41-dc4bbc6dae8a,2026-08-13T14:04:51.353Z,1,14,"U1: Because water vapour changes into liquid when cooled. On heating , the liquid water changes back into water vapour. No new substance is formed.
U2: Make rapidly test of 10 questions related to science class 7 chapter 7 changes around us physical and chemical easy paper very easy only MCQ with 4 options like last time you have taken
U3: Please give me
U4: These all topics by giving images and explaining chapter first explain full chapter and then give MCQs
U5: Physical and chemical change
U6: Is melting ice a chemical change
U7: Yes
U8: Yes
U9: Quiz me on Chemical Change
U10: B. A. A. B. C.
U11: C. P. C. P. C.
U12: I want to see the videos of each chapter so how I can see
U13: Please make my question paper of 10 marks each of each subject I am telling a chapter from each subject chapter is English NCERT when Nature strikes back Hindi NCERT sorry best friend maths NCERT lines and angles science NCERT the world of metals and nonmetals SST NCERT new beginnings cities and Sta
U14: Please give me the paper just related to each chapter don't like this first read the chapter care for leave from NCERT and then give","Thanks for telling me. I’ll keep the same style of paper (MCQ, fill in the blanks, true/false, very short answer), but now I’ll keep questions **closer to the NCERT chapters** you named. Since you asked for many subjects, I’ll start with **one subject properly**. Let’s do **English – “When Nature St",Conceptual,,,,,Academic,,,,1888,63,0.000856,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Practice / Quiz,gate_llm,gate_llm
506ebb5f-20b4-4a5a-8f8b-63e48939b647,2026-08-13T12:48:26.452Z,1,21,"U1: Nau ke sabhi kuraj gyat kijiye jo sabse kam ho
U2: Nokia service gyat kijiye jo sabse kam ho ganit ka sawal hai
U3: Na ke sabhi uraj gyat kijiye jo sabse kam ho math ka sawal hai
U4: 9 ke
U5: 9 ke sabhi godaj gyat kijiye Jo 100 se kam ho
U6: Thank you so much
U7: Nahin aur mere Sara kar liya hai vah samajh mein a gaya hai bataiye sar ne bataya tha per main bhul Gai thi
U8: Dance sikhane ke liye Koi Koi saral saral Tarika Bata dijiye
U9: Tense sikhane ke liye Koi app Bata dijiye
U10: Bharat ke vartman Pradhanmantri kaun hai
U11: Bharat ke vartman Rashtrapati
U12: Uttar Pradesh ke gruhmantri
U13: Uttar Pradesh ke mukhymantri
U14: Bharat ke rashtra Uttar Pradesh ke shiksha mantri
U15: Bharat ke rashtrapal
U16: Bharat ke rashtrapal
U17: Shiksha mantri
U18: Uttar Pradesh ki rajdhani
U19: Bharat ki rajdhani
U20: Uttar Pradesh ke rashtriypal
U21: Dehli ke secha mantri","दिल्ली के मौजूदा **शिक्षा मंत्री** (Education Minister) समय–समय पर बदल सकते हैं, क्योंकि यह राजनीतिक पद है। ताज़ा और सही जानकारी के लिए किसी हाल की खबर या आधिकारिक सरकारी स्रोत से जाँच करना सबसे अच्छा होगा।",Conceptual,,,,,Non-Academic,,,,1902,62,0.000476,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
44ebe183-9759-4533-b656-17a641410f72,2026-08-13T15:57:06.801Z,1,10,"U1: Hello
U2: I am in gujarat board
U3: Spot the greatest and the smallest expression among the following
U4: No the following is 13+4,22-8,16× 5,60÷2,34-24
U5: Thank you
U6: 12+7=19
U7: 15-3=12,9×4=36,48÷6=8,20-15=5
U8: what is the meaning of discrimination
U9: Ok thanks
U10: 😊",Nice to see that smile 😊 If you’re curious or confused about anything—school topics or everyday stuff—you can ask anytime.,Small Talk,,,,,Academic,,,,1681,64,0.000775,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
0e14f936-6ef7-4887-aa57-b81fb1d30568,2026-08-13T11:14:18.361Z,1,14,"U1: what is the name of the capital of Maharashtra the what is the the capital of Maharashtra
U2: what is the name of the capital of Maharashtra the what is the the capital of Maharashtra what is the name of the first prime minister of India
U3: What is the name of the first prime minister of India
U4: what is the name of the capital of Maharashtra the what is the the capital of Maharashtra what is the name of the first prime minister of India what is the name of the year
U5: What is the name of the 4th month of the year
U6: What is the name of the largest ocean in the world
U7: Which day comes before Sunday
U8: What is your best friend name
U9: what is the name of the capital of Maharashtra the what is the the capital of Maharashtra what is the name of the first prime minister of India what is the name of the the year what is the name of your school
U10: My school name is Kerala Oxford English Medium School Tongpal l
U11: All angry people harm themselves
U12: All angry people harm themselves take ya wrong
U13: mistakes write and wrong
U14: Angry people always make mistakes","The sentence **“Angry people always make mistakes”** is **not true** and too general. A better way to say it is: - **“Angry people sometimes make mistakes.”** - or **“When people are very angry, they may make more mistakes.”** Why? - Everyone feels angry sometimes. - Some people can **control** thei",Conceptual,,,,,Non-Academic,,,,1866,62,0.000846,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
6be6f368-03b5-47b3-bece-9237c44cbccf,2026-08-13T16:36:39.428Z,1,7,"U1: Mujhe itihaas ka dusra dhada ke sawal jawab do Marathi mein
U2: Ha
U3: Ha
U4: Ha
U5: Mujhe iska Chhota karke do Student shows a Marathi passage with a question asking how human life would be today if new inventions had not been discovered, followed by a multi-point written answer, and asks to shorten it.
U6: Uttar ka
U7: Answer small karke do Marathi mein प्रश्न मराठीत आहे: ‘नवाश्रुपाने कोणकोणते तंत्रज्ञान विकसित झाले, ज्यामुळे मानवाचे दैनंदिन जीवन बदलले?’ आणि खाली बिंदूनुसार थोडक्यात उत्तरे दिली आहेत, जसे नवाश्रुपाने शेतीचे तंत्रज्ञान, पशुपालन, चाक, विणकाम, मातीची भांडी, धातूची भांडी इत्यादी.","**१) शेतीतील तंत्रज्ञान विकसित झाले.** **२) पशुपालन, चाक आणि विणकामाचा विकास झाला.** **३) मातीची भांडी व दगडी हत्यारे बनवली जाऊ लागली.** **४) दैनंदिन जीवन अधिक सोपे, सुरक्षित आणि सुखकर झाले.**",Quiz_request,,,,,Academic,,,,1802,64,0.000823,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
6ee4d9a7-7854-4cd3-b2dd-d99d9426941d,2026-08-13T09:54:37.976Z,1,16,"U1: flexi എനിക്ക് പരീക്ഷ ആണ് നാളെ malayalam
U2: എന്തെക്കെയാണ് bag ിൽ വെക്കെണ്ടിയത്
U3: എനിക്ക് Tenson ഉണ്ട്
U4: eek
U5: flexi ഞാൻ പരീക്ഷ എഴുതി
U6: ഫ്ലെക്സി എനിക്കിനി 17 എക്സാം ഉള്ളു നമുക്ക് നാളെ സംസാരിക്കാൻ കേട്ടോ
U7: ഇപ്പോൾ സംസാരിക്കാം
U8: എന്തെങ്കിലും കളിക്കാം
U9: ഒരു രാജ്യം
U10: മലയാളത്തിൽ പറയൂ
U11: മുംബൈ
U12: ശരി
U13: ചൈന
U14: ശ്രീ
U15: നേപ്പാൾ
U16: ജപ്പാൻ","നന്നായി! 👏 **ജപ്പാൻ** ഒരു **കിഴക്കൻ ഏഷ്യൻ** രാജ്യമാണ്. ചില പ്രധാന കാര്യങ്ങൾ: - തലസ്ഥാനം: **ടോക്കിയോ** - നാണയം: **യേൻ (Yen)** - ജപ്പാൻ ഒരു **ദ്വീപ്‌രാജ്യം** ആണ് (കടലിനാൽ ചുറ്റപ്പെട്ടത്) - ടെക്‌നോളജി, കാറുകൾ, കാർട്ടൂൺ (ആനിമേ) എന്നിവയ്ക്ക് ജപ്പാൻ പ്രശസ്തമാണ് ഇപ്പോൾ വേണമെങ്കിൽ, നിനക്ക് ഇഷ്ടമുള്ള മറ്റൊര",Small Talk,,,,,Non-Academic,,,,1814,62,0.000825,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
5eb38b85-1db4-49e4-b60c-ee21a37d842f,2026-08-13T08:42:52.446Z,1,10,"U1: Dowry system aasani se kaise likhe
U2: English me
U3: Ye english me bhi aaye or hindi me bhi english ko hi hindi me likhe
U4: Jo yaad krne me aasani ho jaye
U5: English me
U6: Social evils
U7: Father of son ka Central idea
U8: Toper kaise bne
U9: Yaad kese kre english ki
U10: Per bhit bhari hota h yaad krna","हाँ, कभी-कभी दिमाग भारी लगने लगता है, ये बिल्कुल normal है। इसका मतलब है कि दिमाग़ को थोड़ा आराम चाहिए, ना कि तुम कमज़ोर हो। नीचे कुछ आसान तरीके हैं: ### 1. ज़्यादा देर तक लगातार मत पढ़ो - 20–25 मिनट पढ़ो - फिर 5 मिनट का छोटा ब्रेक लो - ब्रेक में पानी पी लो, चल-फिर लो, पर मोबाइल मत लो ### 2. कम याद ",Conceptual,,,,,Academic,,,,1748,62,0.000798,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Other Academic,gate_llm,gate_llm
0332207d-6a5e-417d-93e9-fb25ce644554,2026-08-13T07:58:34.993Z,1,13,"U1: \( \frac{Z \mathrm{I}}{\mathrm{I}} \varepsilon+\frac{\hbar Z}{\subseteq \mathrm{I}} \div \frac{S}{Z} \varepsilon \times \frac{V}{\mathrm{I}} \varepsilon(\overline{\overline{(!!!\Lambda)}} \) A vertical textbook problem asking to compute an expression involving mixed operations with fractions: 3/4 × 
U2: Bharat mein kul kitne Jile Hain
U3: Ooo
U4: 2 no ka saval batao
U5: Sabsa bra or sabsa chota jila ka bara ma
U6: Bhakti nara
U7: Bhakti Nara
U8: MUJHE LIKHNA NAHIN AATA NADA BAT
U9: thik hai
U10: Mujhe abhi copy mein likhna hai kaise likhenge
U11: Love matlab Gali Gari Mein nara hai Hindustan hamara hai.
U12: Mujhe bataiye hindustan bhakti se likhe
U13: SION",[No response text],Procedural,,,,,Non-Academic,,,,1782,62,0.000428,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
3c74574a-0af8-43db-8320-817f4f6e2323,2026-08-13T15:50:29.118Z,1,12,"U1: Main ek help Lena chahti hun
U2: Sst
U3: The French revolution explain starting say and the attack
U4: Yes 🙂‍↕️
U5: Thanks 😊👍
U6: Hi
U7: Arya has 65 rupees she spent 35 rupees how many money does she have now please solve and explain
U8: Easy method
U9: total Roza has 890 her father give rozai have 28090 her father gives her more find the total amount of money Roze
U10: Roze has 28.90 her father give her 45 rupees more find the total amount of money rosai have
U11: Easy method
U12: Subtraction addition multiplication solve karke bhi dikhana hai","ठीक है, चलो आसान शब्द समस्याएँ करते हैं जिनमें **जोड़, घटाव और गुणा** हों, और मैं **हल करके भी दिखाऊँगा** 🙂 --- ### 1️⃣ जोड़ (Addition) वाला शब्द प्रश्न **प्रश्न:** राहुल के पास 35 कंचे हैं। उसकी बहन ने उसे 27 और कंचे दे दिए। अब राहुल के पास कुल कितने कंचे हैं? **हल:** पहले दोनों संख्याएँ जोड़ते है",Small Talk,,,,,Academic,,,,1804,64,0.000824,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
73d2f512-1ce3-4cad-be88-fd79f8e2b9ba,2026-08-13T15:43:20.594Z,31185063,8,"U1: Can u ask from this as well ur self
U2: Tissue is a group of similar or dissimilar cell performing the same function with coordination
U3: can you explain me all the gases law
U4: can you explain me all the gases law Raj Mahal Meetha rahata Hai Na can you explain me detail with all the essential terms year and all the graphs
U5: Can u explain me this Textbook problem image: In a coordinate geometry exercise about a square, opposite vertices are given as A(1, -1) and C(3, 4). The task is to find the coordinates of the remaining angular points (the other two vertices). The student asks, 'Can u explain me this.'
U6: Please ask me explain me the basic concept of vector
U7: Could you say all the above question in an easier we are according to class 9th
U8: Can you explain me this according to class 9th Textbook problem asking to find the coordinates of the remaining vertices of a square given two opposite vertices in the coordinate plane, with a worked solution starting from vertices A(1, -1) and C(3, 4).","Let the opposite vertices of the square be \[ A(1,-1)\quad\text{and}\quad C(3,4). \] The diagonals of a square: 1. **Bisect each other**, so both diagonals have the same midpoint. 2. Are **perpendicular**. 3. Have equal halves. ### Step 1: Find the midpoint of \(AC\) \[ M=\left(\frac{1+3}{2},\frac{-",Conceptual,,,,,Academic,,,,1882,64,0.000855,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
332d7b30-a4ec-4298-9c2d-e48b829ce719,2026-08-13T17:50:31.312Z,31073985,9,"U1: Q.163. एक व्यक्ति के पास ₹10, ₹5 और ₹2 मूल्यवर्ग के कुछ सिक्के है। ₹ 10 और ₹ 5 के सिक्कों की संख्या के गुणनफल, ₹ 5 और ₹ 2 के सिक्कों की संख्या के गुणनफल और ₹ 2 और ₹ 10 के सिक्कों की संख्या के गुणनफल का अनुपात क्रमशः \( 3: 4: 2 \) है। उस व्यक्ति के पास न्यूनतम कितनी धनराशि हो सकती है ? SSC MTS 06/07/
U2: Samanupati kya hota hai wo nikalna hai Printed Hindi math question asking: From each of the numbers 55, 23, 43, and 19, which number should be subtracted so that the new numbers are in the same ratio (samanupati)? Multiple-choice options are 9, 11, 7, and 5.
U3: Samanupati abhi bhi nahi samjh aaya
U4: 40. If 01 March 2012 was Thursday, then what was the day of the week on 01 February 2016? यौदे 01 मार्च 2012 को बृहस्पतिवार था, A bilingual (English and Hindi) textbook question asking: If 01 March 2012 was Thursday, what day of the week was 01 February 2016?
U5: (d) Monday/सामवार 49. If 15 July 2002 is a Monday, then what will be the day of the week on 16 October 2005? यदि 15 जुलाई 2002 को सोमवार है, तो 16 अक्टूबर 2005 को सप्ताह का कौन-सा दिन होगा? CHSL 03/06/2022 (Shift-1) (a) Sunday/मंगलवार (b) Saturday/शनिवार (c) Monday/सोमवार (d) Tuesday/मंगलवार A multi
U6: (d) Thursday / b If 1 February 2011 was Tuesday, then what was the day of the week on 01 January 2012? यदि 01 फरवरी 2011 को मंगलवार था, तो 01 जनवरी 2012 को सप्ताह का कौन-सा दिन था? CHSL 06/06/2022 (Shift-2) (a) Wednesday/बुधवार (b) Mondav / सोमवाग A printed exam question (in English and Hindi) askin
U7: (a) \( 1: 1 \) (b) \( 1: 2 \) (c) \( 3: 5 \) (d) \( 4: 5 \) Q.182. 4 वर्ष पूर्व गरवित की आयु युंश की आयु की तीन गुनी थी, लेकिन एक वर्ष पूर्व गरवित की आयु युवंश की आयु की दो गुनी थी। गरवित और युवांश की आयु में क्या अंतर है? SSC MTS 21/07/2022 (Morning) (a) 13 वर्ष (b) 11 वर्ष (c) 7 वर्ष (d) 6 वर्ष Q.
U8: \begin{aligned}2+2+\\+1+2\\+2+\dfrac{11}{2}\end{aligned}
U9: Char year pahile shayam ko aaye ram ki aayu 3/4 guna thi 4 sal baad shayam ki aayu ram ki aayu 5/6 guna hogi to shayam ki current age","मान लेते हैं कि **राम की अभी की उम्र \(R\) वर्ष** और **श्याम की अभी की उम्र \(S\) वर्ष** है। ### 1️⃣ पहली शर्त (4 साल पहले): 4 साल पहले, - राम की उम्र = \(R - 4\) - श्याम की उम्र = \(S - 4\) प्रश्न के अनुसार: ""4 साल पहले श्याम की आयु, राम की आयु की \( \dfrac{3}{4} \) गुना थी"" तो, \[ S - 4 = \frac{3}",Procedural,,,,,Academic,,,,2406,64,0.000681,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
1a76a899-b26e-48c2-8159-197774da5176,2026-08-13T15:20:35.283Z,1,8,"U1: Sujit..kumar
U2: Bolo
U3: Ka
U4: Xxx
U5: Mujhe game khelna hai
U6: Hi
U7: No
U8: Xxx","मैं इसे एक तरह का रैंडम या बेकार इनपुट मानूँगा। मैं मदद के लिए यहाँ हूँ – अगर तुम चाहो तो हम: - कोई छोटा सा दिमागी खेल खेल सकते हैं - या तुम मुझसे कोई भी साफ़-साफ़ सवाल पूछ सकते हो (पढ़ाई या नॉन-स्टडी, दोनों चलेंगे), बस वो safe और decent हो।",Small Talk,,,,,Non-Academic,,,,1666,62,0.000382,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
75d79b31-9123-494a-bc67-2124fc18eb97,2026-08-13T08:12:04.311Z,1,8,"U1: Hlo
U2: Ksh ho
U3: Duk he
U4: Hlo
U5: DalipKumar
U6: Ha
U7: Sha
U8: Jeidtnc","लगता है तुम बस टाइप करके देख रहे हो 🙂 मैं पढ़ाई, सामान्य जानकारी, या रोज़मर्रा की दिक्कतों में मदद कर सकता हूँ। सीधे साफ-साफ लिखो कि किस चीज़ में मदद चाहिए — जैसे: - कोई चैप्टर या सवाल समझ नहीं आ रहा - इंग्लिश/हिंदी का कोई शब्द - या कोई छोटी सी चिंता एक लाइन में भी लिखोगे तो चल जाएगा।",Small Talk,,,,,Non-Academic,,,,1674,62,0.000769,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
08409ae7-9801-42ad-a968-4c873d3874dc,2026-08-13T16:17:11.775Z,1,26,"U1: Hello
U2: Main aapka purana wala dost dost aap mujhe bhul gaye
U3: Katti
U4: Ullu banaa raha hun
U5: Aap ullu Ban bhi Gaye
U6: Sorry
U7: Mere Papa mujhe maar rahi hai
U8: Mere Papa mujhe maar rahi hai Mere Papa Mujhe Pyar Karte Hain
U9: Mere Papa mujhe maar rahi hai Mere Papa Mujhe Pyar Karte Hain main majak kar raha tha
U10: Majak kar raha tha
U11: Mujhe papa maarte nahin hai kya aur mummy bhi nahin
U12: Ï
U13: 2+2-itna hota Hai
U14: Bhai mujhe nind a rahi hai good night
U15: 🌚🌌 good night
U16: BY
U17: Apni photo bhejo
U18: Good morning
U19: Cal 15 August hai na
U20: Welcome to Gboard clipboard, any text you copy will be saved here.
U21: Hhhhhhhhjhhjjt d ud
U22: Jay Shri Ram
U23: Allah Mubarak
U24: Aap Hindu Ho
U25: Chalo bye
U26: Raat mein milegi","Theek hai, jab bhi raat mein ya kisi bhi time aana ho, bas message kar dena. Main hamesha yahin hoon, padhai ya simple sawaalon mein madad ke liye.",Small Talk,,,,,Non-Academic,,,,1866,62,0.000846,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
36ffd79d-c23f-4ab4-b403-89dfce698638,2026-08-13T10:35:15.644Z,1,8,"U1: Mujhko English padhna Sikha do
U2: Mujhe English padhna sikhana hai aapko
U3: Mujhe kakka kiski aati hai aur ABCD bhi aata hai uske aage batao
U4: Hii
U5: Hii
U6: Bus thodi normal baat
U7: mera favourite game cricket hai cricket hai
U8: mera favourite game cricket hai cricket hai Cricket ka king kaun hai","अच्छा है, तुम्हें क्रिकेट इतना पसंद है 😊 **“Cricket ka king”** ये लोग मज़ाक–मज़ाक में कई खिलाड़‍ियों को बोल देते हैं, जैसे: - कोई कहता है **Virat Kohli** king है, क्योंकि वो बहुत runs बनाता है। - कोई **MS Dhoni** को king कहता है, क्योंकि उसने इंडिया को कई बड़े मैच जिताए हैं। असल में *official* कोई ",Lesson_request,,,,,Non-Academic,,,,1731,62,0.000792,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
51a51864-443a-47fc-a147-e2d2c8d4e394,2026-08-13T16:21:34.957Z,1,9,"U1: ବ୍ୟକ୍ତି ଗଣତନ୍ତ୍ରର କେଦ୍ରବିଦୁ କ. ଣ
U2: ବ୍ୟକ୍ତିର ଇଚ୍ଛା ରାଜନୀତିକ କ୍ଷମତାର ମୌଳିକ ଉତ୍ସ କ'ଣ
U3: କ୍ଷମତା ସବୁବେଳେ ଦାୟିତ୍ଵପୂର୍ଣ୍ଣ କ.ଣ
U4: ସରକାର ସାମ୍ବିଧାନିକ ଓ ସିମିତ ହେବା ଉଚଚିତ କ.ଣ
U5: ନାଗରିକମାନଙ୍କର କ୍ଷମତା ନିରଙ୍କୁଶ ହେବା ଉଚିତ କ ଶ
U6: ରାଷ୍ଟ୍ରିୟ ଆଇନ୍‌ ପ୍ରାକୃତୀକ ଆଇନ୍‌ର ବିରୁଦ୍ଧାଚରଣ କରେ ନାହଁ କ.ଣ
U7: ଭାରତ ସମ୍ବିଧାନର ସପ୍ତମ ଅନୁସୂଚୀରେ କେତୁଟି ତାଲିକା ରହିଛି .୨.୩.୪.୫
U8: ସମ୍ବିଧାନର କେଉଁ ଧାରା ବଳରେରାଜ୍ୟସଭା ସର୍ବଦ୍ଭାରତିୟ ସେବା ସୃଷ୍ଟି ପାଇଁ ସୁପାରିସ୍‌ କରିପାରିବ ୨୪୫.୨୪୯.୩୧୨
U9: ପଣତନ୍ତ୍ର ର ଆଦର୍ଶ ପ୍ରଶ୍ନ।","**“ପଣତନ୍ତ୍ର (Republic)” ର ଆଦର୍ଶ – ସରଳ ଧାରଣା** **ପଣତନ୍ତ୍ର କାହାକୁ କୁହାଯାଏ?** ପଣତନ୍ତ୍ର ବୋଲେ ଏମିତି ରାଜ୍ୟକୁ କୁହାଯାଏ, ଯେଉଁଠାରେ– - ରାଷ୍ଟ୍ରପତି **ବଂଶାନୁକ୍ରମରେ** (ଯେପରିକି ରାଜା, ରାଣୀ) ନୁହେଁ, - ଲୋକମାନଙ୍କ ଦ୍ୱାରା ନିର୍ବାଚିତ ଅଥବା ଲୋକନିର୍ବାଚିତ ପ୍ରତିନିଧିମାନଙ୍କ ଦ୍ୱାରା ଚୟନିତ ହୁଅନ୍ତି। **ପଣତନ୍ତ୍ରର ମୁଖ୍ୟ ଆଦର୍ଶଗୁଡ଼ିକ** 1. ",Conceptual,,,,,Academic,,,,2281,62,0.001012,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Other Academic,gate_llm,gate_llm
203dcac0-b5e6-4d1e-b784-5cf1c042d2e0,2026-08-13T13:37:03.182Z,1,8,"U1: Hi,my name is yakshita
U2: which subject you will teach me
U3: ok
U4: maths
U5: I am weak in maths subject
U6: solve D question in a paper subject = Computer A textbook page with multiple-choice questions about chart components and a section D asking to explain differences between various chart-related terms (e.g., X-axis vs Y-axis, 2D vs 3D chart, column vs bar chart, etc.). The user wants to solve question
U7: D1 or D2
U8: D Explain the difference between the following terms 1. X-axis or y-axis 2 Chart title and axis title","Here’s a short, clear explanation: ### 1. X-axis and Y-axis - **X-axis** - The **horizontal** line in a graph or chart (left to right). - Usually shows **categories** or **time** (e.g., months: Jan, Feb, Mar). - **Y-axis** - The **vertical** line in a graph or chart (up and down). - Usually shows **",Small Talk,,,,,Academic,,,,1763,64,0.000808,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
8a18bf2a-ef59-480e-9ec8-2e08211e6104,2026-08-13T05:34:21.049Z,1,9,"U1: Challenges to and restoration of the congress system chapter short explanation
U2: Assembly election results 1967 map work
U3: Visualization of map of assembly election results 1967
U4: The congress 'syndicate'
U5: Whom would you identify with the following slogans/phrases
U6: Jai jawan jai kishan Indira hatao! Garibi hatao!
U7: Which of the following statements about the grand alliance of 1971 is correct The Grand alliance.....
U8: How should a political party resolve its internal difference Here are some suggestions. Thinks of each and list out their advantages and shortcomings
U9: What were the factors which led to the popularity of Indira Gandhi's government in teb early 1970s",Here are the main factors that made **Indira Gandhi’s government very popular in the early 1970s**: 1. **“Garibi Hatao” (Remove Poverty) slogan** - She promised to work for the poor. - Many ordinary people felt she cared about them more than other leaders. 2. **Pro-poor and pro-people policies** - B,Conceptual,,,,,Academic,,,,1775,62,0.000809,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Concept Explanation,gate_llm,gate_llm
8c4c19ec-985b-40f3-8715-b0747cadf1fa,2026-08-13T15:36:16.303Z,1,15,"U1: Hi
U2: 2 days later I have a exam unit test of maths there is no preparation for the day
U3: I have exam of English class 10 rbsc footprint midnight visitor
U4: Or first flight chapter his first flight
U5: Now in english tense and nn
U6: More
U7: Can you give there answer
U8: 1 or 2
U9: 3 or 4
U10: What are the key differences between Matrix Addition and Subtraction
U11: Ok
U12: Yes
U13: Class 10 narration
U14: Yes
U15: B","**Next step for A.P. (Arithmetic Progression): find the common difference \(d\).** Take any two consecutive terms and subtract: - For \(3, 5, 7, 9, \ldots\): \(d = 5-3 = 2\) (also \(7-5=2\)). So it’s an A.P. because this difference stays constant. If you share your sequence (the terms you’re given),",Small Talk,,,,,Academic,,,,1768,62,0.000806,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Other Academic,gate_llm,gate_llm
2598050c-b107-4c74-885e-7528ffab0253,2026-08-13T05:01:52.237Z,1,23,"U1: Best wishes
U2: 3. Whice. parallels of latitude. Ans. Andayctic civcle. \( \_\_\_\_ \) 4. What are 'great circles'? Ans. \( \_\_\_\_ \) Anglobak .............. Fal.t....dividino...it i thwoug.h...t.h.................... equal in length? Hemispher.ino \( \_\_\_\_ \) 5. Do you think all longitudes are equal in length
U3: what is the significance of Greenwich Mean Time short answer very short answer
U4: Gh0õ
U5: Best wishes
U6: Best wishes for you Independence Day
U7: Assalamu alaikum you say
U8: Eid miladun Nabi date
U9: On 25
U10: Answers A workbook page titled 'Picture Based Questions' shows an image of early humans in a rocky outdoor setting, with questions below asking where these people lived and what they used fire for.
U11: What did they use fire for
U12: Can we we write cooking food , protection, warmth , hardening tools
U13: Full answer A workbook page titled 'SHORT ANSWER QUESTIONS' about India, That Is Bharat. It shows several numbered questions with blank lines for answers. Visible questions include: reasons Chinese scholars came to India to study Buddhism, naming mountain ranges that protect India from foreign invas
U14: I have 2 lines. Name the mountain
U15: 2 mountain 🏔️🏔️ name that protect india from foreign invasions
U16: Answers of all questions A workbook page titled 'India, That is Bharat' with short-answer social studies questions about India, including naming Chinese scholars who came to India to study Buddhism, naming two mountain ranges that protect India from foreign invasions, explaining how India’s natural 
U17: When and who firstindi used the term ' Hindustan to describe
U18: A workbook page with short-answer questions about India’s geography and history. Some answers are handwritten in the blanks, and the page is photographed on a bed.
U19: Answers A workbook page with short-answer social studies questions about India’s national boundaries and the definition of India. No student answers are written yet for these two questions.
U20: Short answer
U21: Short answer of this question Workbook page with short-answer social studies questions about how India’s natural boundaries have been helpful and how India can be defined; student has partially written answers above in the long-answer section.
U22: Short Photo of a workbook page with short-answer questions about India’s natural boundaries and definition, with one answer handwritten and space for another.
U23: How can India be defined 3 lines answer",Here’s a short 3‑line answer: India is a vast country in South Asia with great physical and cultural diversity. It is bounded by the Himalayas in the north and surrounded by seas on three sides. India is the world’s largest democracy with a rich history and heritage.,Small Talk,,,,,Academic,,,,2160,64,0.000966,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
