chatbot_sid,time,user_id,message_count,axis1,axis2,axis3,overall_score,category_tags,discovery_tags,issue_tags,tags,reasoning
"38ed9025-e776-4805-8f33-497219d48d96","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science","","","","The session is academic focused on Hindi language meanings, but the initial bot turn failed to respond, causing a Gone Exception. Subsequent answers were complete and relevant, but the initial failure impacts the overall resolution and reliability scores. There are no other failures or user complaints."
"dc114fc0-b56c-4888-8c89-35e5036130df","","1",4,2,2,3,4.666666666666667,"Academic | Class 5 and Below CBSE","","Context Handling Failure","Context Handling Failure","The session is academic with a young user seeking science help. However, the bot fails to respond initially and does not properly use the user's age/class context in subsequent turns, leading to a context handling failure and a missing response. There are no other failures or user complaints."
"1c6dac64-8a82-4774-a0a2-2593fc03fdb0","","30712713",25,2,2,3,4.666666666666667,"Academic | Image Upload | Speech to Text | Slotfill","","Image Gone Exception","Slotfill | Image Upload | Speech to Text | Image Gone Exception","The session is academic with math problem solving and explanations, including speech-to-text and an image upload. The bot failed to respond to the image upload turn, causing an Image Gone Exception. Otherwise, the bot provided mostly correct and helpful answers without other critical failures."
"f6dd2f63-6e82-4488-aa92-9d97d29b9a14","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Image Upload","","Context Handling Failure","Image Upload | Context Handling Failure","The session is academic with literature comprehension questions and image uploads. The bot failed to respond initially and later forgot or ignored context already provided by the user, resulting in a low resolution and reliability score. User sentiment is neutral as there is no explicit frustration or correction."
"ecd4bbfb-e99a-423f-989d-935b4d59b031","","1",6,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Speech to Text | Blurry / Unclear Image","","Context Handling Failure","Image Upload | Speech to Text | Context Handling Failure","The session is academic with image uploads and speech-to-text input, but the bot failed to respond initially and later re-asked for information the user had already implied, indicating context handling failure. The bot also noted the image was blurry, justifying the blurry image tag. These failures reduce goal resolution and technical reliability scores."
"ed5d7ade-58ce-40fb-8f1d-7cbb6a559c6d","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Image Upload | Speech to Text","","Incorrect Answer","Image Upload | Speech to Text | Incorrect Answer","The bot failed to correctly interpret the math problem's sum target, producing an incorrect answer. Additionally, the initial bot turn gave no response despite user input and the presence of an image upload, causing an image gone exception. The English learning part was handled adequately, but the math problem handling significantly lowered the session quality."
"390ea5b3-ad74-4d73-95e6-581d2f7f71f8","","1",4,2,2,3,4.666666666666667,"Non-Academic","","","","The session is a non-academic casual chat with no academic content. The initial bot turn failed to respond, causing a Gone Exception and lowering the goal resolution and technical reliability scores. The rest of the conversation is polite and neutral, with no explicit user frustration."
"e4f2afae-42f9-4242-94a7-fc2e086972d5","","30743027",5,2,2,3,4.666666666666667,"Academic | Not Math/Science | Speech to Text","","Context Handling Failure","Speech to Text | Context Handling Failure","The session is academic focused on English language learning with speech-to-text usage. The bot failed to respond initially, forgot context about the story question, and could not interpret a vague math expression, resulting in multiple critical issues. These failures significantly lowered goal resolution and reliability scores, while user sentiment remains neutral due to no explicit frustration."
"3989faa1-14da-4bfd-943b-d4257f17760f","","1",4,2,2,3,4.666666666666667,"Academic | Non-CBSE Board | Not Math/Science | Mock / Practice Questions | Speech to Text | Slotfill","","Level/Board Mismatch","Speech to Text | Level/Board Mismatch","The session is academic with worksheet generation requests for a non-CBSE board and a non-math/science subject. The bot used structured slotfill templates (Type: TEST_PREP) which are only valid for CBSE math/science classes 5–12, causing an unwanted template push and level/board mismatch. There are no other critical failures or user complaints, so user sentiment is neutral."
"ca31958d-03f2-4743-91c3-aa7fd9fe026f","","30781054",5,2,2,3,4.666666666666667,"Academic | Not Math/Science | Image Upload | Blurry / Unclear Image","","","Image Upload","The session is academic focused on Hindi language content with image uploads. The bot failed to respond on the initial turn after an image upload, causing an Image Gone Exception. Later turns resolved user queries adequately, but the initial no-response turn significantly impacted goal resolution and technical reliability."
"fa5ed317-984c-4c2c-9c08-dc72023f6513","","1",6,2,2,3,4.666666666666667,"Non-Academic","","","","The session is a casual, non-academic chat with no academic content. The initial bot turn failed to respond to the user's input, causing a Gone Exception. Subsequent turns recovered somewhat, but the session did not fully resolve the user's intent due to the initial silence."
"896b97f0-4177-4319-be72-fc5487457502","","1",4,2,2,3,4.666666666666667,"Non-Academic","","","","The session is primarily non-academic as the user engages in casual chat and ambiguous topic clarification. The initial bot silence without response constitutes a Gone Exception failure, lowering goal resolution and technical reliability. No further failures or user frustration are evident."
"3cbd9bbc-8019-4557-b000-330c1b2f4b1c","","30781045",5,2,2,3,4.666666666666667,"Academic | Specific Named Resource","","Context Handling Failure","Context Handling Failure","The session is academic with a clear focus on class 11 math chapter help. However, the bot failed to respond initially and later re-asked for information already provided by the user, indicating context handling failure. There are no signs of user frustration, but the unresolved initial no-response and repeated clarifications lowered the scores."
"007c4378-f4f2-49a1-9952-67a269ec3fb0","","1",9,2,2,3,4.666666666666667,"Academic | Specific Named Resource | Image Upload","","Context Handling Failure","Image Upload | Context Handling Failure","The session is academic with a specific lesson referenced and includes an image upload. The bot provides mostly correct and relevant answers but repeatedly asks for information already given by the user, indicating a context handling failure. There are no critical factual errors or refusals, so the scores reflect minor technical and conversational shortcomings."
"b2980d67-42ad-446b-a2db-5ff427c3e6a5","","1",6,2,2,3,4.666666666666667,"Academic | Class 5 and Below CBSE | Specific Named Resource | Image Upload","","Context Handling Failure","Image Upload | Context Handling Failure","The bot ultimately provides a thorough explanation of the nervous system chapter, fulfilling the user's request. However, it repeatedly asks for information already given, indicating a context handling failure. There are no critical factual errors or refusals, so the session scores well but not perfectly."
"6225b45b-b8f1-4a0c-9642-a3442e01bb62","","1",4,2,2,3,4.666666666666667,"Academic | Specific Named Resource","","","","The session is academic and focused on a specific chemistry chapter. However, the initial bot turn failed to respond, causing a Gone Exception. The rest of the conversation proceeds normally with no other failures, so the goal resolution and reliability are capped low due to the initial failure, but user sentiment remains neutral."
"31ebd6c3-5558-4953-901a-b805356efaa5","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Slotfill","","Image Gone Exception","Slotfill | Image Upload | Image Gone Exception","The session is academic in Hindi with an image upload of a worksheet. The bot provided a complete and relevant answer in the final turn, but the initial and third bot turns were empty despite substantive user inputs, causing an Image Gone Exception. No other failures were detected and the user did not express frustration or re-ask."
"8a172ff5-b088-452b-9dfa-95fe672ce6c7","","1",5,2,2,3,4.666666666666667,"Academic | Specific Named Resource | Image Upload | Speech to Text","","Context Handling Failure","Image Upload | Speech to Text | Context Handling Failure","The session is academic with clear user intent about CBSE science chapter content and includes image and speech-to-text modalities. The bot failed to retain context as it repeatedly asked for information already provided, but it ultimately provided a relevant short answer. There are no critical content errors or refusals, so the session scores moderately high."
"b87c71c8-858f-4c8a-8767-8e9f8434fa2f","","1",6,2,2,3,4.666666666666667,"Academic | Specific Named Resource","","Context Handling Failure","Context Handling Failure","The session is academic with a clear focus on chemistry and physics chapter content. The bot failed to retain user context about the board and chapter, repeatedly asking for information already provided, but ultimately provided a correct multiplication answer. No other critical failures were found."
"4cc5d645-83c2-4235-8b3d-98ca54399964","","30665778",7,2,2,3,4.666666666666667,"Academic | Slotfill","","Gone Exception","Slotfill | Gone Exception","The bot successfully responded to all user requests with accurate and relevant academic content without any failures or misunderstandings. There were no technical or content issues, and the user did not express frustration or dissatisfaction. The initial empty bot responses were recovered by subsequent complete answers."
"3024cb7d-1314-43b4-bc92-4dd1fa9da068","","1",7,2,2,3,4.666666666666667,"Academic | Class 5 and Below CBSE | Mock / Practice Questions | Specific Named Resource | Speech to Text","","Completion Refusal","Speech to Text | Completion Refusal","The session is academic focused on class 5 study and test preparation with multiple speech-to-text inputs. The bot refused to provide a full test paper citing learning reasons and used a test-prep template that was not fully aligned with the user's direct request, causing an unwanted template push. Additionally, the initial bot turn was empty, causing a gone exception, lowering the overall resolution and reliability scores."
"a701417c-ae6b-4538-92d7-67642d5c768e","7/5/2026, 9:09:30 AM","1",28,2,2,3,4.666666666666667,"Academic | Not Math/Science | Image Upload | Slotfill","","Image Gone Exception","Slotfill | Image Upload | Image Gone Exception","The conversation is an academic session involving social studies and biology questions from Gujarati textbooks, with multiple image uploads and slotfill responses. The bot provided detailed and mostly accurate answers in Gujarati and Hindi, with no significant failures detected. The user requested direct answers and clarifications, which the bot accommodated well."
"f370d3e3-15c9-427c-896e-db3596cc28f0","","1",4,2,2,3,4.666666666666667,"Academic | Mock / Practice Questions","","Completion Refusal","Completion Refusal","The session is academic with a focus on practice questions, but the bot refused to fully create the exam paper as requested, citing learning reasons. There are no other failures, and the user did not explicitly express frustration or re-ask, so user sentiment is neutral. The refusal limits goal resolution and technical reliability scores."
"910669ad-1991-4f54-b199-6ebd01edf27e","","1",4,2,2,3,4.666666666666667,"Academic | Image Upload | Blurry / Unclear Image","","","Image Upload","The session is academic with an image upload that is unclear, causing the bot to refuse answering without clearer instructions. The initial bot silence after the image upload counts as an Image Gone Exception, and the lack of sufficient input prevents resolution. The user sentiment is neutral as there is no explicit frustration or repeated re-asks."
"e0d66fc5-b5ff-4022-9349-d5f856ae2ab7","","1",5,2,2,3,4.666666666666667,"Non-Academic","","","","The session is a casual, non-academic chat with no academic content or requests. The initial bot turn failed to respond, causing a Gone Exception. Subsequent turns recovered with polite, relevant replies, but the early failure impacts goal resolution and technical reliability."
"08a4950d-5589-4dfc-ae05-3e62fb5bced9","","30770315",13,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Speech to Text","","Context Handling Failure","Image Upload | Speech to Text | Context Handling Failure","The session is an academic English homework help conversation with image and speech-to-text inputs. The bot failed to respond initially and repeatedly ignored the passage context provided by the user, causing context handling failures and an image gone exception. However, the bot ultimately provided correct and relevant answers, so the overall resolution and reliability remain high."
"8b9be5e6-0132-456c-8b18-eb1672cfcbd1","","1",4,2,2,3,4.666666666666667,"Academic | Slotfill","","","","The session is academic with a slotfill flow for question generation. The initial bot turn failed to respond, causing a Gone Exception. Additionally, the bot unnecessarily used a slotfill template when a direct answer was appropriate, resulting in Unwanted Template Push. There is no explicit user frustration or correction, so user sentiment is neutral."
"8190570b-6078-422f-b68a-8921c257c35b","","1",6,2,2,3,4.666666666666667,"Academic | Not Math/Science","","","","The session is academic focused on language and grammar, but the initial bot turn failed to respond, causing a critical failure. Subsequent turns provide relevant answers, but the initial no-response impacts goal resolution and reliability scores. No user frustration or repeated re-asks were detected."
"c35aff08-5077-4bf6-9e85-76445b432171","","1",6,2,2,3,4.666666666666667,"Academic | Class 5 and Below CBSE | Not Math/Science","","Context Handling Failure","Context Handling Failure","The session is academic focused on early primary non-math/science subjects. The bot failed to respond initially and repeatedly re-asked for information the user had already provided, indicating context handling issues. Despite these failures, the bot's later responses were appropriate and polite, so the session partially resolves the user's intent."
"4283fe03-60c3-43eb-a289-711e3f87c8d4","","1",7,2,2,3,4.666666666666667,"Non-Academic | Slotfill","","Gone Exception","Slotfill | Gone Exception","The session is primarily non-academic as the user seeks personal advice rather than study help. The bot failed to respond in two turns, causing a Gone Exception, but later replies addressed the user's concerns well. No other failures or user frustration were detected."
"d167427f-8f16-460f-bde5-64ac4e4a500b","","30780876",8,2,2,3,4.666666666666667,"Academic | Non-CBSE Board | Not Math/Science | Specific Named Resource","","Context Handling Failure","Context Handling Failure","The session is academic with a focus on Social Science for a non-CBSE state board user. The bot repeatedly asked for information the user had already provided, indicating context handling failures, but it ultimately provided a relevant short note. There are no critical failures, so the scores reflect partial resolution and moderate reliability with neutral user sentiment."
"11e2091f-e850-4489-a510-9c9400841fff","","1",4,2,2,3,4.666666666666667,"Academic","","","","The session is academic focused on English practice, but the initial bot silence represents a critical failure affecting goal resolution and technical reliability. The rest of the conversation proceeds normally without further issues, and the user sentiment is neutral."
"279630d2-5269-42f2-9156-1fbc6daa319a","","1",4,1,1,5,4.666666666666667,"Academic | Not Math/Science | Image Upload | Slotfill","","","Image Upload","The session is academic with a focus on non-math/science subjects and includes an image upload and slotfill response. The initial bot turn failed to respond, causing a Gone Exception, which critically impacts goal resolution and technical reliability. Despite this, the user sentiment is positive, indicated by polite thanks and no signs of frustration."
"9197cfb9-4335-47f0-88b2-a89e2fd9d6e9","","1",4,2,2,3,4.666666666666667,"Academic","","","","The session is academic as the user requests math calculations. However, the bot failed to respond in the first turn, causing a Gone Exception, which significantly impacts goal resolution and technical reliability. Later bot responses are correct and relevant, but the initial failure lowers the overall scores."
"e9210876-6e13-42f6-a87e-ab60558ed3c1","","1",4,2,2,3,4.666666666666667,"Academic | Mock / Practice Questions | Speech to Text","","Completion Refusal","Speech to Text | Completion Refusal","The session is academic with practice question requests and speech-to-text usage. The bot failed to respond initially, causing a Gone Exception, and refused to fulfill the user's worksheet request, citing learning goals. Despite these failures, the bot provided some relevant practice questions and explanations, resulting in moderate user sentiment."
"da8fcdd9-89bf-4951-bdbb-4d4503ae9844","","1",19,2,2,3,4.666666666666667,"Academic | Not Math/Science | Speech to Text | Slotfill","","Gone Exception","Slotfill | Speech to Text | Gone Exception","The conversation is a clear academic session focused on teaching English grammar with no evidence of bot failures or user dissatisfaction. The bot provides relevant, accurate, and complete instructional content throughout. The user sentiment is neutral with no signs of frustration or complaint."
"b262db85-944c-41ed-bb9e-c1cf0bea8bcd","","1",7,2,2,3,4.666666666666667,"Non-Academic","","Excessive Clarification","Excessive Clarification","The session is primarily non-academic as the user discusses BTS members and language translation unrelated to school subjects. The bot failed to respond initially, causing a Gone Exception, and later asked excessive clarifying questions due to vague user input. Overall, the session partially resolves user intent but suffers from reliability issues."
"bb750db8-480e-4809-9ba4-3cbf77126b9b","","1",4,2,2,3,4.666666666666667,"Non-Academic","","","","The session is non-academic as the user requested a handwriting conversion feature. The bot failed to respond initially, causing a Gone Exception. Subsequent replies addressed the request but the initial failure impacts the overall quality."
"0d361517-db49-4fe1-ad13-0405e05674eb","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","","Speech to Text","The session is academic with a clear request for a Social Studies quiz on a specific chapter. However, the bot used a test-prep slotfill template intended only for CBSE math/science, which is out of scope for the subject requested, resulting in an unwanted template push failure. There are no other critical failures, and the user did not express frustration, so user sentiment is neutral."
"04ce2512-c6af-40e2-98d5-e250045336f9","","1",7,2,2,3,4.666666666666667,"Non-Academic","","","","The session is non-academic as the user mostly engages in casual chat and general inquiries about the bot rather than academic content. The initial bot turn failed to respond, causing a Gone Exception failure. No other failures or user frustration were evident."
"b793e49f-3662-4ceb-9f06-34b0fccc1869","","1",7,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource","","Context Handling Failure","Context Handling Failure","The session is academic focused on SST and Geography chapter notes. However, the initial bot silence and repeated re-asking of information already provided indicate context handling failures and a gone exception, resulting in low goal resolution and reliability scores. User sentiment is neutral with no explicit frustration expressed."
"c265746a-b107-4f49-b0ae-8376d1da342a","","1",4,2,2,3,4.666666666666667,"Academic | Mock / Practice Questions | Image Upload","","Completion Refusal","Image Upload | Completion Refusal","The session is academic with worksheet practice questions and image uploads. The bot refuses to complete the entire worksheet, which is a completion refusal failure. There are no other critical failures, and the user sentiment is neutral without explicit frustration."
"a6246999-6b03-43c3-ba01-a30b45d2bdab","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Speech to Text","","Completion Refusal","Speech to Text | Completion Refusal","The session is academic focused on social studies with speech-to-text usage. The initial bot silence without response is a critical failure, and the bot also refused to fulfill the user's request to create a concept map, citing learning reasons. These failures significantly reduce goal resolution and technical reliability, though user sentiment remains neutral due to no explicit frustration."
"0bceba67-420a-4137-b1fc-369537cfc618","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Speech to Text","","","Speech to Text","The session is academic focusing on Hindi language learning with speech-to-text input. The initial bot turn failed to respond, causing a Gone Exception and lowering goal resolution and reliability scores. Otherwise, the bot provided relevant content and prompts, with no other failures detected."
"0fdc1ab2-45e8-49e7-adc1-01eda48951ef","","1",4,2,2,3,4.666666666666667,"Non-Academic","","","","The session is non-academic as the user chats about names and their meanings. The bot failed to respond in the first turn despite user input, causing a Gone Exception. Otherwise, the bot provided reasonable answers without further failures."
"a893ec4b-e4c9-4c77-be53-359443a33ccf","","1",4,2,2,3,4.666666666666667,"Academic | Non-CBSE Board | Not Math/Science | Specific Named Resource | Speech to Text","","Context Handling Failure","Speech to Text | Context Handling Failure","The session is academic with a non-CBSE board and English subject focus. The bot fails to remember the user's provided context about the board and book, re-asking for information already given, which is a context handling failure. There are no other critical or moderate failures, so the overall scores reflect mostly good resolution and reliability with neutral user sentiment."
"54b6d671-efa3-41c4-a83f-d18ddf389743","7/5/2026, 3:08:12 PM","1",6,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Blurry / Unclear Image","","Context Handling Failure","Image Upload | Context Handling Failure","The session is academic with a focus on a non-math/science subject (economics) and involves image uploads with unclear images. The bot failed to fully utilize the context provided by the user, repeatedly asking for the same information, and could not proceed without clearer input. Despite these issues, the bot provided some helpful explanations and maintained polite interaction."
"984f8cdf-d45c-429f-bd5f-46fe4bc215ab","","1",6,2,2,3,4.666666666666667,"Academic | Class 5 and Below CBSE","","Context Handling Failure","Context Handling Failure","The session is academic focused on class 4 math topics. The bot failed to respond initially and later forgot or ignored the user's stated class, causing context handling failure. No other critical or moderate issues were found, but the initial no-response and context failure significantly reduce the scores."
"504fef50-c366-4788-8cf9-61ff2732e8de","","1",7,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Slotfill","","Completion Refusal","Image Upload | Completion Refusal","The session is academic English literature with image uploads and slotfill usage. The bot failed to respond initially to an image upload, causing an Image Gone Exception, and later refused to provide direct answers, citing learning goals. Despite these issues, the bot provided some helpful content and the user did not explicitly express frustration."
"10fee42d-8105-4376-98f7-918a88231e26","","1",6,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Speech to Text","","","Image Upload | Speech to Text","The session is academic with multiple subjects including Hindi and social studies, and includes an image upload and speech-to-text input. The bot failed to respond to the user's initial input containing an image, resulting in an Image Gone Exception. Other bot responses were generally relevant but the initial no-response failure significantly impacted goal resolution and technical reliability."
"b33afecb-4308-406e-bb90-71d05cd077ec","","1",4,2,2,3,4.666666666666667,"Academic | Specific Named Resource | Speech to Text","","Context Handling Failure","Speech to Text | Context Handling Failure","The session is academic with specific chapter help requested and uses speech-to-text. The bot failed to respond initially and re-asked for information already implied by the user, showing context handling failure. The user's last input was too vague for a direct answer, and the bot did not provide a substantive reply, resulting in a low resolution and reliability score."
"e7b0393f-1d24-4872-bbf3-12eaa96ae12e","","1",4,1,1,5,4.666666666666667,"Non-Academic","","","","The session is purely non-academic with no learning intent and includes a bot turn with no response despite user input, constituting a Gone Exception failure. No other failures or user frustration are present, but the lack of bot reply on the first turn severely impacts goal resolution and reliability scores."
"9ab6f7f0-08ae-4be5-a73f-8b8b9c4e44f1","","1",4,2,2,3,4.666666666666667,"Academic | Not Math/Science | Specific Named Resource | Image Upload","","Context Handling Failure","Image Upload | Context Handling Failure","The session is academic focused on English literature with a specific lesson referenced and an image uploaded. The bot failed to retain user-provided context about class and lesson, repeatedly asking for information already given, but it ultimately answered the math problem correctly. There are no other critical failures, so the resolution and reliability scores are relatively high, with neutral user sentiment."
"4e69591a-1d69-4252-868f-9a23adec9af1","","1",5,2,2,3,4.666666666666667,"Academic | Specific Named Resource","","Context Handling Failure","Context Handling Failure","The session is academic with a clear reference to a specific chapter, but the bot failed to respond initially and repeatedly asked for information already provided, indicating context loss. The user's vague inputs also contributed to the difficulty in providing a direct answer, resulting in low goal resolution and reliability scores."
"5e727dee-96f4-4819-8c71-b6597ab96458","","30780535",4,2,2,3,4.666666666666667,"Academic | Non-CBSE Board | Specific Named Resource","","","","The session is academic with a non-CBSE board user referencing a specific chapter. The initial bot turn failed to respond, causing a Gone Exception. Subsequent turns recover and provide relevant content, but the early failure lowers resolution and reliability scores."
"63562153-c9f8-4d69-ae01-a5c19360c503","","1",5,3,3,2,5.333333333333333,"Academic | Image Upload","","Completion Refusal","Image Upload | Completion Refusal","The session is academic with an image upload, and the bot provided detailed guidance but refused to supply actual pictures, which the user requested. This refusal is a moderate issue, lowering user sentiment due to implicit frustration, but the bot otherwise responded reliably and relevantly."
"36414aef-e33c-4bf8-a9ce-bb26b7f972b9","","1",21,3,3,2,5.333333333333333,"Non-Academic","","Completion Refusal","Completion Refusal","The session is primarily non-academic with casual and personal topics. The bot appropriately refused to answer unsafe or inappropriate requests, which is a moderate issue affecting goal resolution and user sentiment. There are no technical or factual errors, but user frustration is evident from the language and repeated inappropriate queries."
"0690137c-52cf-469c-9554-6928fe20a84c","","1",46,2,2,4,5.333333333333333,"Academic | Not Math/Science | Mock / Practice Questions | Speech to Text | Slotfill","","Gone Exception","Slotfill | Speech to Text | Gone Exception","The session is primarily academic with EVS quiz questions and uses speech-to-text and slotfill modalities. The bot failed to respond in two turns, causing a Gone Exception, but overall the session resolved the user's intent well with polite and relevant answers. User sentiment was neutral to positive by the end."
"3a719eaf-e8fa-4b4e-ae55-763b5e27654b","","1",10,3,3,3,6,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a focus on math practice questions and explanations for class 7 integers and fractions. The bot used test-prep slotfill templates inappropriately when the user wanted direct explanations, causing an unwanted template push issue. Otherwise, the bot provided correct and helpful explanations without other failures."
"95968b5a-53c1-4765-9347-bb2d7ce8fcf1","","30785213",6,2,2,5,6,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a focus on math exponent practice, but the initial bot silence and the inappropriate use of a TEST_PREP template for revision work caused failures. The user sentiment was positive, but the technical and goal resolution scores are low due to these failures."
"f5927333-6c15-4ba6-ac6b-1c3a6eab24da","","1",15,3,3,3,6,"Academic | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with multiple textbook references and image uploads, and the bot provided mostly correct and helpful answers. However, the bot pushed a TEST_PREP template outside its valid scope, which is a clear failure. There were no other critical failures or user complaints, so the scores reflect partial resolution and moderate reliability."
"f17bc976-1e2f-42f0-8fc2-7716343377fb","","1",11,3,3,3,6,"Academic | Not Math/Science | Specific Named Resource | Speech to Text | Slotfill","","Completion Refusal","Slotfill | Speech to Text | Completion Refusal","The session is academic focused on social studies with structured slotfill and speech-to-text usage. The bot correctly answered most queries but refused to complete the full project, which is appropriate but limits full goal resolution. There are no critical failures, so the scores reflect mostly good content with minor limitations."
"3269427d-9f31-49d5-8690-bf7cf75aa804","","30781311",22,3,3,3,6,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is an academic Business Studies conversation with image upload and slotfill usage. The bot provided detailed explanations and quizzes but misused the Type: TEST_PREP slotfill for a non-math/science subject and concept explanation, constituting an unwanted template push. No other critical failures were found, so the resolution and reliability are moderate, and user sentiment is neutral."
"2695cc1a-ddfb-4182-a97d-14580eb82b99","","1",5,3,3,3,6,"Academic | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with math focus and includes speech-to-text and slotfill modalities. The bot used a TEST_PREP template inappropriately for single-problem solving and concept explanation, resulting in an Unwanted Template Push issue. Overall, the bot provided mostly correct and relevant answers but the template use was not aligned with user intent."
"4ab835e1-d8a7-4142-ae1d-cb2f933532d9","","1",5,2,2,5,6,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with geography content and includes an image upload and slotfill template usage. The bot's use of a structured slotfill template for the timetable request was inappropriate, as the user wanted direct help, resulting in an Unwanted Template Push issue. There are no other failures, and the user sentiment is positive."
"e4cef7ce-1917-4bdb-bb84-b7b4275125d2","","1",10,3,3,3,6,"Academic | Not Math/Science | Speech to Text | Slotfill","","Completion Refusal","Slotfill | Speech to Text | Completion Refusal","The session is academic with a focus on Bengali language project help, including speech-to-text and slotfill usage. The bot appropriately refuses to write the entire project for the user, which is a moderate issue but does not significantly harm goal resolution. There are no critical failures or context issues, resulting in good technical reliability and neutral user sentiment."
"d1aa0183-75e6-47e8-8b60-a21dccb9f821","","30782766",13,3,3,3,6,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with multiple practice question requests and slotfill usage. The bot correctly provided detailed explanations and practice problems but misused the TEST_PREP template out of scope, triggering an Unwanted Template Push. There are no critical failures, so the overall scores are good but not perfect."
"ec7a642e-22e4-4091-a249-0ce1cdb12c09","","1",13,3,3,3,6,"Academic | Not Math/Science | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with biology and history questions, including speech-to-text inputs and a slotfill template at the end. The initial bot turn failed to respond, causing a Gone Exception. The final slotfill for TEST_PREP is out-of-scope, triggering an Unwanted Template Push. Overall, the bot partially resolves user intents but has notable failures."
"571b56b5-7d0d-4121-8a74-b4a412010521","","1",11,3,3,3,6,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The bot provided mostly accurate and helpful academic math explanations and problem solving, including step-by-step solutions. However, it pushed a structured TEST_PREP template for practice questions when the user wanted direct questions or explanations, which is outside the valid scope for TEST_PREP and counts as an unwanted template push. There were no critical failures or context issues, so the session scores well overall."
"05d41718-e53b-44d4-950a-506b34e7dd30","","30695428",12,3,3,3,6,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The conversation is academic with a focus on math practice questions from a named chapter, using slotfill templates. However, the bot incorrectly pushed a test-prep template despite the user wanting conceptual help and doubt clearing, leading to an unwanted template push failure. The session otherwise provided correct explanations and encouragement, with no other critical failures."
"0c7b942e-263b-4043-8fca-ee4b5225d781","","1",4,3,3,3,6,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a clear request for exam preparation and practice questions. The bot provided a detailed explanation and then a test-prep template, but the template was not fully aligned with the user's request for a full 40-mark exam paper, constituting an unwanted template push. There are no critical failures, but the template use reduces the goal resolution and reliability scores."
"4f518953-dd7b-407f-9084-be212a09f056","","1",6,3,3,3,6,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Completion Refusal","Slotfill | Completion Refusal","The session is a clear academic test-prep interaction with the user requesting a class 12 biology test paper. The bot provided a structured test paper template but refused to generate a full official PDF, which is appropriate for learning support. There are no critical failures, and the conversation proceeds smoothly with polite guidance."
"042596d8-5f28-429f-9295-359045002ebb","","1",25,2,2,5,6,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The conversation is academic with multiple practice questions and explanations. However, the bot incorrectly used structured TEST_PREP templates outside the valid scope, causing an unwanted template push failure. Despite this, the user sentiment remains positive and the session mostly resolves the user's learning needs."
"910f2427-3ac0-40bf-bac5-38a2160d9cf6","","1",26,3,3,3,6,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is an academic math practice conversation with multiple practice questions and slotfill templates. However, the use of Type: TEST_PREP slotfill was out of scope given the user's intent for direct answers and explanations, resulting in an unwanted template push. Overall, the bot provided mostly correct and helpful responses with no major failures."
