"chatbot_sid","time","user_id","message_count","axis1","axis2","axis3","overall_score","category_tags","issue_tags","tags","reasoning"
"df2c2a5a-a62c-4c63-836d-d118e83d40d5","6/11/2026, 7:05:06 PM","1","3","1","1","1","2","Academic | Not Math/Science","Correction Ignored | Context Handling Failure","Correction Ignored | Context Handling Failure","The bot failed to maintain context between the repeated user requests for explanation in Hindi, providing inconsistent subject explanations without clarifying or confirming the user's intent. This caused the user to repeat the request, indicating unresolved intent and resulting in a low goal resolution and user sentiment score."
"7ec4e901-9782-4260-9f2a-914c912be68a","6/11/2026, 6:54:22 PM","1","9","1","1","1","2","Academic | Not Math/Science | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The session is academic focused on English diary writing with an image upload. The bot refused to fulfill the user's request to continue the diary entry multiple times, causing the user to re-ask and express frustration, resulting in Completion Refusal and Correction Ignored tags. This led to low scores on goal resolution, technical reliability, and user sentiment."
"d47b3b71-facf-4682-bedc-6814a5c88325","6/11/2026, 6:29:03 PM","1","3","1","1","1","2","Academic | Image Upload","Correction Ignored | Blurry / Unclear Image","Image Upload | Correction Ignored | Blurry / Unclear Image","The session is academic with image uploads, but the bot fails to resolve the user's request due to unclear images and does not provide an answer despite repeated user prompts. The user re-asks the same intent, indicating frustration and incomplete resolution. The bot's repeated requests for clearer images without progressing cause a correction ignored and blurry image issue."
"e598d083-fadb-4267-957f-7289f2698d21","6/11/2026, 6:39:29 PM","30489395","7","1","1","1","2","Academic | Image Upload | Slotfill","Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Correction Ignored | Image Gone Exception","The session is academic with multiple image uploads and slotfill quiz templates. However, the bot failed to respond on one image turn, causing an Image Gone Exception, and pushed an unwanted test-prep template despite the user's request for a direct or game-like quiz format, ignoring the user's correction. These failures significantly impacted goal resolution and technical reliability, with user frustration evident."
"9c7b5b57-4b02-4f50-9b8b-d4bf6cbff206","6/11/2026, 9:35:39 AM","1","9","1","1","1","2","Academic | Image Upload | Speech to Text | Specific Named Resource","Correction Ignored | Context Handling Failure","Image Upload | Speech to Text | Correction Ignored | Context Handling Failure | Specific Named Resource","The session is academic with clear references to class 9 science chapter 1 and math problems, including image uploads and speech-to-text inputs. The bot repeatedly failed to maintain context about the chapter and question specifics, leading to repeated clarifications and user reframing of the same intent. The user never received a fully resolved answer, resulting in moderate user frustration and incomplete goal resolution."
"08a791dc-2730-4da3-bfe1-3e62c0a9be45","6/11/2026, 6:24:11 PM","1","19","1","1","1","2","Academic | Not Math/Science | Speech to Text | Slotfill","Correction Ignored | Context Handling Failure","Speech to Text | Correction Ignored | Context Handling Failure","The session is academic with a focus on Punjabi language homework and practice questions, including speech-to-text and slotfill usage. However, the bot repeatedly re-asks for information already provided, ignores user corrections, and pushes out-of-scope test-prep templates, leading to multiple critical failures. User sentiment indicates frustration and lack of full resolution."
"a8b8674f-d87a-439f-941b-f67a06776a0f","6/11/2026, 6:42:46 PM","30226880","7","1","1","1","2","Academic | Not Math/Science | Image Upload | Slotfill","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The session is academic and involves Sanskrit language homework with image uploads and slotfill responses. The bot refused to fully complete the user's requested answers, instead pushing template-style guidance, which was unwanted. Additionally, the bot ignored the user's correction about the 10th blank answer, leading to multiple failure tags and a low score."
"c7bac106-45b4-4034-8f4e-07e1e35416bf","6/11/2026, 6:45:07 PM","1","4","1","1","1","2","Academic | Not Math/Science | Image Upload","Incorrect Answer | Correction Ignored","Image Upload | Incorrect Answer | Correction Ignored","The bot failed to provide fully accurate answers to the user's questions and ignored the user's corrections, leading to unresolved issues and user frustration. The session is academic with image upload but no other modality or board issues. The user expressed dissatisfaction explicitly, justifying a low user sentiment score."
"075fb560-5051-4db9-b8e6-47cec1de534b","6/11/2026, 6:12:54 PM","1","5","1","1","1","2","Academic | Not Math/Science | Image Upload | Slotfill","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The session is academic focused on moral values with image uploads and slotfill usage. The bot refused to complete the user's full homework questions and pushed unwanted slotfill templates, which the user implicitly rejected by repeating the request. These failures reduce goal resolution and reliability, and the user's repeated re-asks indicate frustration."
"e38d70e9-4596-4ca8-b65d-88cce3690b37","6/11/2026, 6:39:26 PM","1","4","1","1","1","2","Academic | Not Math/Science | Specific Named Resource","Correction Ignored | Context Handling Failure","Correction Ignored | Context Handling Failure | Specific Named Resource","The bot failed to use the context provided by the user about class and subject, repeatedly asking for the chapter name, which the user did not supply. This led to repeated clarifications without resolution, causing user frustration. The session is academic and about Hindi chapter explanation but remains unresolved due to insufficient input."
"f275212b-6a8d-4c59-8bb3-516d172d1e27","6/11/2026, 6:20:09 PM","1","6","1","1","1","2","Academic | Image Upload","Incorrect Answer | Correction Ignored","Image Upload | Incorrect Answer | Correction Ignored","The session is academic with image uploads related to math number names. The bot repeatedly misread numbers and gave incorrect number names despite user corrections, leading to unresolved errors and user re-asks. This results in critical failures lowering goal resolution and technical reliability, with implicit user frustration reflected in the sentiment score."
"3c050e17-e948-4780-85fe-3d8c35348271","6/11/2026, 6:02:17 PM","1","23","1","1","1","2","Academic | Not Math/Science | Slotfill","Incorrect Answer | Correction Ignored","Incorrect Answer | Correction Ignored","The session is academic with multiple practice questions in non-math/science subjects using slotfill templates. However, the bot gave an incorrect multiplication answer initially and pushed out-of-scope test-prep templates, leading to user corrections and dissatisfaction. These failures reduce goal resolution and reliability, and user sentiment shows implicit frustration."
"a882e1c1-922e-4146-bd73-226752a5ccb3","6/11/2026, 6:22:40 PM","1","5","1","1","1","2","Academic | Image Upload","Correction Ignored | Completion Refusal","Image Upload | Correction Ignored | Completion Refusal","The bot correctly identified the academic nature and image upload but failed to address the user's repeated request to solve multiple parts, instead refusing and repeating the same instructions. This led to user frustration and incomplete goal resolution."
"a1e4918c-b50c-41bd-80d7-d50b754ef3bc","6/11/2026, 5:38:33 PM","1","28","1","1","1","2","Academic | Direct Response | Image Upload","Incorrect Answer | Correction Ignored | Context Handling Failure","Image Upload | Incorrect Answer | Correction Ignored | Context Handling Failure","The session is academic with multiple image uploads and the user requesting direct answers. The bot failed to correctly solve some math problems and repeatedly ignored user corrections and context, leading to unresolved user requests and frustration. These critical failures justify low scores on goal resolution, reliability, and user sentiment."
"b93ffb3f-b4c4-482c-a21b-7a692f3096d5","6/11/2026, 5:35:19 PM","1","10","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill | Blurry / Unclear Image","Correction Ignored | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Correction Ignored | Context Handling Failure | Image Gone Exception","The session is an academic history tutoring conversation with multiple image uploads and speech-to-text input. The bot repeatedly ignored user-provided context about class, chapter, and language preferences, and failed to respond in the last turn. These issues significantly lowered goal resolution and technical reliability, with user frustration implied by repeated corrections."
"bf59839b-04c1-41f7-964a-c62369f8bca7","6/11/2026, 6:20:47 PM","1","3","1","1","1","2","Academic","Correction Ignored | Excessive Clarification","Correction Ignored | Excessive Clarification","The conversation is academic, focusing on math expressions, but the bot repeatedly failed to resolve the user's intent, leading to multiple re-asks and clarifications. The user input was often incomplete, and the bot over-asked for clarification instead of providing direct help, resulting in low scores across goal resolution, reliability, and user sentiment."
"b02c4f48-fd81-43ad-9a3d-d0cb22504a3e","6/11/2026, 6:02:31 PM","1","10","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text","Correction Ignored | Context Handling Failure","Image Upload | Speech to Text | Correction Ignored | Context Handling Failure","The session is academic with a focus on computer studies and includes image uploads and speech-to-text inputs. The bot failed to maintain context by repeatedly asking for information already provided and initially gave an incorrect answer to the tiling cost problem, which the user had to correct. Despite these issues, the bot ultimately provided a correct explanation, resulting in moderate resolution and reliability scores but lower user sentiment due to user frustration."
"56ff8d15-ed54-499c-975b-f65e6bdd26b0","6/11/2026, 11:49:26 AM","2","7","1","1","1","2","Academic | Not Math/Science","Correction Ignored | Context Handling Failure","Correction Ignored | Context Handling Failure","The session is academic and focused on class 6 Hindi lessons, but the bot repeatedly fails to retain context about the user's class and requested chapter, causing repeated clarifications and user corrections. The user also provides vague inputs that the bot cannot resolve, resulting in partial goal resolution and moderate user frustration."
"1416a27a-5741-4ed7-88e7-89622c16ecd5","6/11/2026, 6:12:14 PM","1","3","1","1","1","2","Academic | Image Upload","Blurry / Unclear Image | Completion Refusal | Correction Ignored","Image Upload | Blurry / Unclear Image | Completion Refusal | Correction Ignored","The session is academic with image uploads but the bot could not read the image clearly and refused to answer multiple questions at once, asking for fewer questions. The user re-asked for specific questions but the bot again did not provide answers, resulting in incomplete resolution and user implicit frustration. No other failures like context loss or template misuse were present."
"8c5ce04d-2c59-45f4-a184-18d809ae91ec","6/11/2026, 6:08:38 PM","1","3","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text","Completion Refusal | Correction Ignored","Image Upload | Speech to Text | Completion Refusal | Correction Ignored","The bot correctly identified the academic nature and subject but refused to complete the homework, repeatedly asking the user to select specific sentences. The user re-asked for answers but the bot maintained refusal, causing partial resolution and user frustration. There were no technical failures or mismatches, but the refusal and ignored correction lowered the scores."
"5dc4d342-6795-4e1b-91a3-549547e13e0e","6/11/2026, 5:39:54 PM","1","21","1","1","1","2","Academic","Correction Ignored | Incorrect Answer","Correction Ignored | Incorrect Answer","The session is academic, focused on math multiplication problems. The bot repeatedly failed to correctly calculate some multiplication results and did not resolve the user's repeated attempts to find the correct multiplier, leading to ignored corrections and incorrect answers. This caused moderate user frustration reflected in the scores."
"581cd8c2-183d-43a6-b72e-1a69774d476b","6/11/2026, 12:26:42 PM","2","3","1","1","1","2","Academic | Not Math/Science","Excessive Clarification | Correction Ignored","Excessive Clarification | Correction Ignored","The session is academic focused on English vocabulary but suffers from vague user inputs and the bot's excessive clarifications without resolving the user's intent. The user re-asks due to unhelpful responses, leading to a low goal resolution and user sentiment score. There are no slotfills, image uploads, or board/class mismatches."
"6a10ad80-a506-4190-bc34-6be16f92dc0f","6/11/2026, 2:24:15 PM","30553732","4","1","1","1","2","Academic | Image Upload | Slotfill","Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Correction Ignored | Image Gone Exception","The bot provided a detailed explanation for the physics notes but failed to respond to the user's geometry problem image, resulting in a '[No response text]' turn. When the user re-asked to solve the question, the bot ignored the new intent and repeated previous physics content, causing correction ignored. These failures lowered goal resolution and reliability, with implicit user frustration."
"3bdd99e0-89bf-45f0-8588-da01de38620e","6/11/2026, 5:45:21 PM","1","3","1","1","1","2","Academic | Not Math/Science | Image Upload","Blurry / Unclear Image | Correction Ignored | Completion Refusal","Image Upload | Blurry / Unclear Image | Correction Ignored | Completion Refusal","The session is academic focused on a Tamil language worksheet with image uploads that are blurry. The bot repeatedly refuses to answer directly due to image quality and insists on user re-typing, ignoring the user's repeated requests for answers. This results in multiple failure tags and low scores for goal resolution, reliability, and user sentiment."
"04328435-9b4c-4980-98bf-5206d8077df5","6/11/2026, 4:09:06 PM","1","31","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill","Completion Refusal | Correction Ignored","Speech to Text | Completion Refusal | Correction Ignored","The session is academic with language subjects and includes image upload and speech-to-text modalities. The bot consistently refuses to complete the user's request to write the full chart, citing learning principles, which leads to repeated user frustration and re-asking. This failure to fulfill the core user intent and repeated refusal results in low scores for goal resolution, technical reliability, and user sentiment."
"a2ad57c8-5bcf-4b00-b13d-374670fb8865","6/11/2026, 5:26:16 PM","1","10","1","1","1","2","Academic | Image Upload","Correction Ignored | Completion Refusal | Context Handling Failure","Image Upload | Correction Ignored | Completion Refusal | Context Handling Failure","The session is academic with image uploads of worksheet content. The bot failed to properly handle context about the user's grade and worksheet, repeatedly ignored user corrections and re-asks, and refused to fully answer the user's questions citing learning policy. These critical failures significantly lowered goal resolution and reliability, and the user showed implicit frustration by repeated re-asks."
"ffb043bf-0ee6-4c5c-9ab6-0b03ccedd34c","6/11/2026, 8:54:07 AM","1","6","1","1","1","2","Academic | Not Math/Science","Completion Refusal | Correction Ignored","Completion Refusal | Correction Ignored","The session is an academic English homework help conversation where the bot refuses to provide the full essay answer, consistent with its learning policy. The user repeatedly requests the full answer, indicating dissatisfaction and leading to Correction Ignored. The bot's refusal and failure to fulfill the user's repeated requests reduce goal resolution and user sentiment scores."
"2b4df061-e1e9-4f4f-8fc8-cb049877dc91","6/11/2026, 11:27:39 AM","2","8","1","1","1","2","Academic | Not Math/Science | Image Upload | Slotfill","Correction Ignored | Completion Refusal | Context Handling Failure","Image Upload | Correction Ignored | Completion Refusal | Context Handling Failure","The session is academic focused on language homework with image uploads and slotfill usage. The bot repeatedly fails to handle context properly, ignores user clarifications, and refuses to fully solve questions, while pushing unwanted slotfill templates inappropriate for the subject. These issues significantly reduce goal resolution and reliability, with user frustration implied by repeated re-asks."
"9d54d545-445f-4775-a186-324bbef0dc37","6/11/2026, 5:12:09 AM","30395489","9","1","1","1","2","Academic | Image Upload","Blurry / Unclear Image | Correction Ignored | Context Handling Failure","Image Upload | Blurry / Unclear Image | Correction Ignored | Context Handling Failure","The session is academic with multiple image uploads, but the bot repeatedly fails to read the blurry images and asks the user to type the full question text multiple times, showing poor context handling. The user re-asks the same questions due to unresolved answers, indicating correction ignored. These failures significantly reduce goal resolution and reliability, with user sentiment showing implicit frustration."
"5295f31f-8465-4c82-8170-20cace5e62f5","6/11/2026, 5:05:28 PM","1","12","1","1","1","2","Academic | Not Math/Science | Speech to Text | Slotfill","Completion Refusal | Correction Ignored","Speech to Text | Completion Refusal | Correction Ignored","The session is academic focused on SST homework help with speech-to-text and slotfill usage. The bot repeatedly refused to complete the assignment and pushed an inappropriate TEST_PREP template for SST, which is out of scope, causing user dissatisfaction. The user corrected the bot but the bot failed to resolve the issue, resulting in multiple critical failures and low scores."
"00148de2-3fd8-4826-b405-1d77055732a4","6/11/2026, 5:02:15 PM","30258835","12","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill | Blurry / Unclear Image","Correction Ignored | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Correction Ignored | Context Handling Failure | Image Gone Exception","The session is academic focusing on Hindi language homework with multiple image uploads and speech-to-text inputs. The bot fails initially by not responding to the first image and repeatedly asks for clarifications despite the user providing question numbers, indicating context handling failures and ignored corrections. These issues significantly reduce goal resolution and reliability, and the user shows implicit frustration by re-asking."
"a0a66c7c-74a1-49c1-90b3-666be97e4c15","6/11/2026, 5:12:13 PM","30018845","4","1","1","1","2","Non-Academic","Completion Refusal | Correction Ignored","Completion Refusal | Correction Ignored","The session is non-academic as the user seeks personal advice rather than school-related help. The bot refuses to comply with the user's request and repeats the refusal despite the user's rephrasing, indicating a failure to address the user's intent. This results in low goal resolution and user sentiment scores."
"448996a1-1cbb-488d-b051-01dadc3bfbad","6/11/2026, 5:03:35 PM","1","13","1","1","1","2","Academic | Not Math/Science | Speech to Text | Specific Named Resource","Incorrect Answer | Correction Ignored","Speech to Text | Incorrect Answer | Correction Ignored | Specific Named Resource","The session is academic focused on English subject help with specific NCERT book references and uses speech-to-text input. The bot gave an incorrect factual answer about the Tamil Nadu CM and ignored the user's corrections, causing user frustration. Despite this, the bot maintained polite and clear communication, partially resolving user intent."
"3da7554b-5386-4839-b2c8-20492c2a3fca","6/11/2026, 5:09:57 PM","1","3","1","1","1","2","Academic | Direct Response | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The bot refused to provide direct answers to all questions, citing learning goals, which led the user to re-ask for answers. This refusal and failure to resolve the user's request caused moderate to critical issues, lowering goal resolution and reliability scores. User sentiment is low due to repeated re-asks without relief."
"e9ece9eb-46d0-4a2a-99e6-5f7d2251a4fc","6/11/2026, 4:30:28 PM","1","30","1","1","1","2","Academic | Not Math/Science","Correction Ignored | Context Handling Failure","Correction Ignored | Context Handling Failure","The session is academic with a focus on English language learning, but the bot repeatedly failed to maintain context and ignored user corrections, especially regarding personal and location help requests. The bot also pushed structured slotfill templates where direct conversational responses were appropriate, leading to user frustration and poor goal resolution. User sentiment is low due to repeated unaddressed concerns and emotional distress."
"8e7af8c3-3d35-439a-bcc4-7fdcd9c39827","6/11/2026, 4:59:25 PM","1","3","1","1","1","2","Academic | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The bot correctly identifies insufficient information but refuses to provide any direct answer, citing learning goals, which frustrates the user. The user re-asks for the correct answer, but the bot ignores this correction and repeats its refusal, resulting in unresolved intent and user dissatisfaction."
"ad6f20a9-5056-4201-9c85-c5571f3c1fc3","6/11/2026, 12:37:44 PM","1","27","1","1","1","2","Academic | Non-CBSE Board | Not Math/Science | Speech to Text | Slotfill","Level/Board Mismatch | Correction Ignored","Speech to Text | Level/Board Mismatch | Correction Ignored","The session is academic with a focus on English and science for a non-CBSE board user. The bot repeatedly pushed CBSE math/science practice templates which are out-of-scope, ignoring user corrections and requests for direct explanations. This caused multiple critical failures, resulting in low scores and user frustration."
"bc5fcfb6-9614-466d-9bb7-3d578ad741e5","6/11/2026, 4:50:41 PM","30554677","7","1","1","1","2","Academic | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The bot consistently refuses to provide full answers for the entire question set, citing learning goals, which frustrates the user who repeatedly re-asks for the same content. This leads to a low goal resolution and user sentiment score despite accurate and relevant content. There are no technical failures or context handling issues."
"a5fe427a-b272-4def-af8f-91a7dd207930","6/11/2026, 3:29:45 PM","1","20","1","1","1","2","Academic | Speech to Text","Correction Ignored | Incorrect Answer","Speech to Text | Correction Ignored | Incorrect Answer","The conversation is academic and involves speech-to-text inputs. The bot consistently provides the standard correct method for converting unlike fractions to like fractions, but the user disagrees with the bot's answer and the bot fails to resolve this disagreement, leading to repeated corrections ignored and unresolved confusion. This results in low goal resolution and user sentiment scores."
"878d44ac-746b-47e3-8e69-5fd06c4e5b24","6/11/2026, 4:48:00 PM","1","4","1","1","1","2","Non-Academic","Completion Refusal | Correction Ignored","Completion Refusal | Correction Ignored","The session is clearly non-academic as the user seeks personal advice unrelated to school topics. The bot consistently refuses to fulfill the user's requests, leading to repeated re-asks by the user that remain unresolved. This results in moderate to low scores for goal resolution and user sentiment, while technical reliability is slightly better due to no technical errors."
"2fffacba-e401-4e32-87be-99348a3cd48a","6/11/2026, 4:43:13 PM","30469615","3","1","1","1","2","Academic | Image Upload | Slotfill","Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Correction Ignored | Image Gone Exception","The session is academic with image uploads, but the bot failed to respond to the user's image-based questions multiple times, resulting in an unresolved user intent. The user re-asked the same question without relief, indicating frustration. These failures severely impacted goal resolution and technical reliability."
"1772c7c1-b054-4bf2-8408-49ac9819d68d","6/11/2026, 4:39:39 PM","1","4","1","1","1","2","Academic | Not Math/Science | Image Upload | Slotfill","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The session is academic English homework help involving image upload and slotfill template use. The bot refused to fully solve the worksheet as requested, citing learning reasons, and used an out-of-scope slotfill template for English grammar, which caused unwanted template push. The user re-asked for full solutions but the bot ignored this correction, resulting in multiple failure tags and lowered scores."
"c4404591-1995-47c7-944b-fe6ae09a78d2","6/11/2026, 10:07:41 AM","1","8","1","1","1","2","Academic | Not Math/Science | Image Upload | Speech to Text","Incorrect Answer | Correction Ignored","Image Upload | Speech to Text | Incorrect Answer | Correction Ignored","The session is academic with geography and math content including image uploads and speech-to-text input. The bot gave an incorrect answer regarding the roots and solution of the quadratic equation and did not fully resolve the user's correction attempts, resulting in repeated errors. These critical issues lowered the goal resolution and reliability scores, and the user showed implicit frustration by re-asking."
"6ec35d10-5816-497d-8872-a92cacdb162e","6/11/2026, 4:11:12 PM","1","4","1","1","1","2","Non-Academic | Speech to Text","Excessive Clarification | Correction Ignored","Speech to Text | Excessive Clarification | Correction Ignored","The conversation is primarily non-academic with unclear user inputs that the bot fails to resolve despite multiple clarifications. The bot's repeated requests for clarification and failure to understand the user's intent lead to user frustration and repeated re-asks. No slotfill or image upload occurred, and no direct academic content was involved."
"749ab8ea-3922-4844-b24b-4dbcc9be859a","6/11/2026, 11:39:33 AM","30544554","79","1","1","1","2","Academic | Class 5 and Below CBSE | Not Math/Science | Speech to Text","Correction Ignored | Context Handling Failure","Speech to Text | Correction Ignored | Context Handling Failure","The session is academic with a focus on early primary school subjects and includes speech-to-text input. The bot repeatedly fails to retain or acknowledge user-provided context about the user's name and subjects, causing user frustration and repeated corrections that the bot ignores. This results in critical failures impacting goal resolution and user satisfaction."
"6730b12a-8214-45ba-a063-4b2e073dda68","6/11/2026, 7:35:03 AM","1","41","1","1","1","2","Academic | Non-CBSE Board | Class 5 and Below CBSE | Not Math/Science | Image Upload","Correction Ignored | Level/Board Mismatch | Context Handling Failure","Image Upload | Correction Ignored | Level/Board Mismatch | Context Handling Failure","The session is academic with a focus on Punjabi vocabulary for class 5 ICSE board, including image-based word extraction. The bot repeatedly failed to respect the user's board and class context, ignored corrections about word uniqueness and format, and pushed inappropriate template outputs. User frustration is evident, justifying low scores across goal resolution, reliability, and sentiment."
"53e9a22a-bc56-4e13-8c00-219bf7c379ac","6/11/2026, 3:59:05 PM","30554349","15","1","1","1","2","Academic | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The bot correctly identified the academic nature and used image uploads but repeatedly refused to fully answer the user's requests for complete long answers, citing learning policies. The user re-asked or insisted, but the bot maintained refusal, resulting in incomplete goal resolution and user dissatisfaction. There were no technical failures or context handling issues, but the refusal and ignored corrections lowered the scores."
"bc8aceac-3d2a-4f64-a0de-526e6d5329ce","6/11/2026, 4:19:05 PM","1","6","1","1","1","2","Academic | Image Upload | Speech to Text","Incorrect Answer | Correction Ignored","Image Upload | Speech to Text | Incorrect Answer | Correction Ignored","The conversation is academic with image uploads and speech-to-text inputs. The bot provided incorrect answers to the math exercise and failed to correct them despite user corrections, leading to user frustration. There are no indications of other failure types or modality issues."
"6b6d854b-2349-4350-9fa4-3ea872decf32","6/11/2026, 4:07:07 PM","1","3","1","1","1","2","Academic | Direct Response | Image Upload","Completion Refusal | Correction Ignored","Image Upload | Completion Refusal | Correction Ignored","The bot correctly identified the academic nature and image uploads but refused to fully answer the worksheet questions, leading to user frustration and repeated re-asks. This refusal and ignoring of user corrections lowered goal resolution and user sentiment scores, though the bot's answers were technically accurate when provided."
"0ca4ad51-b767-4686-87e7-119023ef5a35","6/11/2026, 4:02:07 PM","1","3","1","1","1","2","Academic | Image Upload | Slotfill","Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Correction Ignored | Image Gone Exception","The bot initially solved the wrong expression but corrected it after user input. However, it failed to address the user's final correction and gave no response to the last user message with an image upload. This incomplete handling and missing reply led to multiple failures and low scores."
"512b7ac0-645c-4085-a284-1170e08899e9","6/11/2026, 3:37:19 PM","1","10","1","1","1","2","Academic | Image Upload | Speech to Text | Slotfill","Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Correction Ignored | Image Gone Exception","The session is academic with multiple image uploads and speech-to-text inputs. The bot failed to respond to a substantive image-based question, causing an Image Gone Exception, and ignored the user's correction request for question 11, leading to incomplete resolution and user frustration. These failures significantly lowered the goal resolution and reliability scores."
"d6164951-a4e0-4bc8-9ec7-2620aae47b5b","6/11/2026, 3:45:59 PM","1","6","1","1","1","2","Academic | Non-CBSE Board | Not Math/Science | Speech to Text","Correction Ignored | Context Handling Failure","Speech to Text | Correction Ignored | Context Handling Failure","The session is academic focused on English literature for a non-CBSE board with speech-to-text input. The bot repeatedly fails to retain context about the user's board and story, causing repeated clarifications and user reframing without resolution. This results in moderate to severe goal resolution and reliability issues, with implicit user frustration."
"60ca0e16-ba4d-4fa8-a075-8dfd8d0f40da","6/11/2026, 3:42:10 PM","1","8","1","1","1","2","Academic | Image Upload | Speech to Text","Correction Ignored | Completion Refusal | Context Handling Failure","Image Upload | Speech to Text | Correction Ignored | Completion Refusal | Context Handling Failure","The session is academic with image uploads and speech-to-text input. The bot failed to handle the user's repeated requests for all answers by refusing and insisting on one question at a time, causing both context handling failure and correction ignored issues. The refusal to complete the user's full request lowered goal resolution and reliability, and the user showed implicit frustration."
"f4f97c7e-1554-4e26-ba0c-c1fcf7db64b9","6/11/2026, 3:30:25 PM","1","11","1","1","1","2","Academic | Image Upload | Speech to Text | Slotfill | Specific Named Resource","Correction Ignored | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Correction Ignored | Context Handling Failure | Image Gone Exception | Specific Named Resource","The session is academic with multiple requests for practice questions and chapter-based content, including image uploads and speech-to-text inputs. The bot failed to process the uploaded image and gave no response, causing an Image Gone Exception. It also repeatedly asked for chapter/topic info already provided, showing context handling failure, and pushed an unwanted TEST_PREP template outside the valid scope, ignoring user corrections. User sentiment shows implicit frustration due to repeated unfulfilled requests."
"e6af3d18-07bb-4dee-923e-eac763706580","6/11/2026, 3:45:39 PM","1","4","1","1","1","2","Academic | Image Upload","Incorrect Answer | Correction Ignored | Context Handling Failure","Image Upload | Incorrect Answer | Correction Ignored | Context Handling Failure","The bot incorrectly assumed and solved a problem from the uploaded image without user confirmation, then failed to use the user's stated chapter context and repeatedly asked for the question. The user re-asked multiple times without the bot resolving the request, indicating poor goal resolution and user frustration. Technical reliability is low due to incorrect assumptions and failure to handle context properly."
"f019f05a-ebb4-40b3-bf5e-201630637f8f","6/11/2026, 3:43:42 PM","30554231","5","1","1","1","2","Academic | Not Math/Science | Image Upload | Slotfill","Correction Ignored | Completion Refusal | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Correction Ignored | Completion Refusal | Context Handling Failure | Image Gone Exception","The session is academic with Social Science content and includes an image upload. The bot failed to respond on one image turn and repeatedly ignored the user's stated context, asking for information already provided. The bot also refused to fulfill the user's request for full answers, resulting in multiple critical failures and low scores."
"7cb560e0-0840-4d56-aaeb-47fa52c0b9bd","6/11/2026, 3:36:22 PM","30548389","5","1","1","1","2","Academic","Incorrect Answer | Correction Ignored","Incorrect Answer | Correction Ignored","The bot failed to correctly answer the user's corrected request about the cell membrane and repeated the wrong answer, showing both an incorrect answer and ignoring the user's correction. This caused partial resolution and user frustration, reflected in the low scores."
"1d9f1a5e-7043-42dc-b7a7-c59fd51c389c","6/11/2026, 3:30:07 PM","1","14","1","1","1","2","Academic | Image Upload | Speech to Text | Slotfill","Correction Ignored | Completion Refusal | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Correction Ignored | Completion Refusal | Context Handling Failure | Image Gone Exception","The session is academic with clear references to a specific class and chapter, including an image upload and speech-to-text inputs. The bot repeatedly failed to use provided context, ignored user clarifications, and refused to solve problems without exact question text, resulting in no resolution. The bot also gave a no-response turn after an image upload, further degrading the experience."
"b3a5d499-6c59-4e3b-8833-3c65146cdec1","6/11/2026, 3:30:27 PM","1","9","1","1","1","2","Academic | Not Math/Science | Speech to Text","Correction Ignored | Context Handling Failure","Speech to Text | Correction Ignored | Context Handling Failure","The session is academic with a focus on non-math/science subjects and includes speech-to-text input. The bot repeatedly fails to use context provided by the user, re-asking for subject and topic details, and does not resolve the user's intent despite multiple clarifications, resulting in both Context Handling Failure and Correction Ignored. User sentiment indicates implicit frustration due to repeated re-asks without resolution."
"e0983897-2602-4f98-a1b9-b2b35033c827","6/11/2026, 3:13:20 PM","29421305","5","1","1","1","2","Academic | Image Upload","Correction Ignored | Incorrect Answer","Image Upload | Correction Ignored | Incorrect Answer","The bot repeatedly misunderstood which question the user wanted solved, ignoring user corrections and providing incorrect answers initially. Although the bot eventually gave the correct solution, the multiple failures to align with user intent and initial wrong answers significantly lowered the session quality and user satisfaction."
