chatbot_sid,time,user_id,message_count,axis1,axis2,axis3,overall_score,category_tags,discovery_tags,issue_tags,tags,reasoning
"f9652656-d91e-4996-bac8-82558c685755","","1",5,1,1,3,3.333333333333333,"Academic | Specific Named Resource | Image Upload","","","Image Upload","The session is academic with multiple image uploads and specific textbook references. However, the initial bot turn failed to respond to the user's substantive input, constituting an Image Gone Exception, which severely impacts goal resolution and technical reliability. No other failure tags apply, and user sentiment appears neutral."
"6014f22a-50af-469f-bebc-398bb271bf13","","1",4,1,1,3,3.333333333333333,"Academic","","","","The session is academic as the user seeks help with English reading. However, the initial bot turn is a non-response despite user input, causing a critical failure (Gone Exception) that severely impacts goal resolution and technical reliability. The rest of the conversation is polite and attempts to assist, but the initial failure dominates the assessment."
"74d6d603-a693-470c-bff0-8e09482c0813","","1",4,1,1,3,3.333333333333333,"Academic | Not Math/Science | Speech to Text","","","Speech to Text","The session is academic with non-math/science content and includes speech-to-text input. The initial bot turn failed to respond to a substantive user input, causing a Gone Exception failure. No other failures or user frustration were evident."
"682c3496-0c1f-4e13-bb4d-333c42e961e8","","30601158",9,2,2,1,3.333333333333333,"Academic | Direct Response | Speech to Text","","Correction Ignored","Speech to Text | Correction Ignored","The bot provided detailed multiplication explanations but initially did not meet the user's request for a full line-by-line breakdown, leading to repeated user corrections. The bot eventually complied, resolving most issues, but the repeated corrections indicate partial failure in first responses. There are no technical failures or context losses, but user frustration is implied by repeated re-asks."
"9fc492d6-efcd-4216-a2ac-8c2d75791235","","1",4,1,1,3,3.333333333333333,"Academic","","","","The session contains a critical failure due to the initial bot turn providing no response despite substantive user input, which significantly impacts goal resolution and technical reliability. Subsequent turns provide correct and helpful academic content, but the initial failure lowers the overall scores. There is no explicit user frustration or re-asking indicating correction ignored or context failure."
"dddb2ed8-903a-4627-b7f5-e503b5fc64a0","","30647029",4,2,2,1,3.333333333333333,"Academic | Speech to Text","","Correction Ignored","Speech to Text | Correction Ignored","The session is academic with speech-to-text modality. The bot failed to respond initially, causing a Gone Exception, and repeatedly failed to clarify or resolve the user's intent despite multiple re-asks, resulting in Correction Ignored. These critical failures significantly reduce goal resolution and reliability, and user sentiment shows implicit frustration."
"6b8e0d57-89dd-4134-bab6-328f4da0f5c1","","1",5,1,1,3,3.333333333333333,"Non-Academic","","","","The session is non-academic as the user only engages in casual greetings and farewells without academic questions. The initial bot turn fails to respond, causing a Gone Exception failure. No other failures or user frustration are evident."
"791a4c3a-f510-414e-b2ce-1064d9333321","","1",5,2,2,1,3.333333333333333,"Academic","","Correction Ignored","Correction Ignored","The session is academic, focused on math concepts. The bot provided correct explanations but failed to address the user's repeated query effectively, leading to a Correction Ignored tag. There were no technical failures or context issues, so the scores reflect mostly good resolution with some incompleteness."
"14f86d6f-5ac2-4a84-8c1a-6de04f7ac0da","","1",4,1,1,3,3.333333333333333,"Academic | Speech to Text","","","Speech to Text","The session is academic with speech-to-text usage but starts with a bot non-response, causing a critical failure (Gone Exception). The bot recovers in later turns but the initial failure severely impacts goal resolution and technical reliability. User sentiment is neutral as there is no explicit frustration or correction."
"4a883a65-8efc-4d8a-89e5-8173fbb716f2","","29146821",4,1,1,3,3.333333333333333,"Academic | Specific Named Resource | Speech to Text","","","Speech to Text","The session is academic with a named resource and speech-to-text modality. However, the initial bot turn failed to respond despite user input, causing a critical failure and low scores on goal resolution and technical reliability. There are no other bot failures or user frustration signals."
"0383c33d-9430-4833-b45b-196fd5459ed4","7/4/2026, 11:22:28 AM","30766314",8,2,2,1,3.333333333333333,"Academic | Not Math/Science | Image Upload","","Correction Ignored","Image Upload | Correction Ignored","The session is academic focused on Hindi language learning with an image upload. The bot provided mostly accurate and helpful responses but failed to correctly and consistently answer the user's math-related question about equality, ignoring the user's correction and re-asks. This failure lowers user sentiment and goal resolution scores but does not affect technical reliability."
"8fb3de2b-ca0a-4a7a-b58f-a79b147c861c","","1",4,1,1,3,3.333333333333333,"Academic | Image Upload | Slotfill","","Image Gone Exception","Slotfill | Image Upload | Image Gone Exception","The session is academic with image uploads, but the bot failed to respond in multiple turns despite user inputs and images, causing a critical failure. The final detailed explanation was provided only after initial non-responses, but the early failures severely impact goal resolution and reliability. User sentiment is neutral as no explicit frustration or re-asks occurred."
"5861caec-7b78-4eb0-bf6f-7b3a8d0a7fac","","1",4,1,1,3,3.333333333333333,"Academic","","","","The session is academic with the user asking for school subject help, but the bot failed to respond in the first turn, causing a critical failure. The rest of the conversation is coherent but the initial no-response severely impacts goal resolution and reliability. There is no explicit user frustration or re-asking indicating dissatisfaction beyond the initial silence."
"ac754c12-3757-42fb-8b02-7f34d02a8de0","","1",4,1,1,3,3.333333333333333,"Non-Academic","","","","The session is non-academic as the user only provides personal names and a phone number without any academic queries. The bot fails to respond in the first turn despite user input, resulting in a Gone Exception and low scores for goal resolution and technical reliability. The user sentiment is neutral as there is no explicit frustration or correction."
"fe3de046-9cb1-42ad-a5c5-b556051bbd61","","1",7,1,1,3,3.333333333333333,"Non-Academic | Speech to Text | Slotfill","","Gone Exception","Slotfill | Speech to Text | Gone Exception","The session is primarily a casual, non-academic conversation about the chatbot and how to upload photos, with no academic content. The bot failed to respond twice with no recovery, causing a Gone Exception and resulting in very low goal resolution and reliability scores. User sentiment is neutral as there is no explicit complaint or re-asking."
"d9b8df66-b2f7-446e-bcdd-342eba2a268a","","1",13,2,2,1,3.333333333333333,"Academic | Specific Named Resource | Image Upload | Slotfill","","Correction Ignored","Image Upload | Correction Ignored","The conversation is academic with image upload and slotfill usage. The bot ultimately provided correct and detailed math and science explanations, fully resolving the user's queries. However, the user repeatedly reframed their intent due to initial misunderstandings, indicating a Correction Ignored issue and some user frustration."
"4392222e-5b92-4548-a462-23edbbcdd004","","1",7,1,1,3,3.333333333333333,"Academic | Not Math/Science | Speech to Text","","Context Handling Failure","Speech to Text | Context Handling Failure","The session is academic focused on Hindi study help with speech-to-text usage. However, the bot fails to respond initially and repeatedly asks for information the user implicitly provided, showing context handling failure. These critical failures result in very low goal resolution and technical reliability scores, while user sentiment remains neutral due to no explicit frustration."
"64cb487a-5ca2-49a6-995b-6d95257438df","","1",7,1,1,3,3.333333333333333,"Non-Academic","","","","The session is a casual greeting chat with no academic content, and the bot failed to respond on the first turn despite user input, causing a Gone Exception. No other failures or user frustration are evident."
"f4bec913-7d3f-4721-9ad1-10e0e578ede9","","1",4,2,2,1,3.333333333333333,"Academic | Not Math/Science | Speech to Text","","Correction Ignored","Speech to Text | Correction Ignored","The session is academic focused on English/EVS content about an ideal house, with speech-to-text input present. The bot failed to respond initially and did not fully resolve the user's repeated request, resulting in a gone exception and correction ignored. These critical failures justify low scores on goal resolution and reliability, with implicit user frustration lowering sentiment."
"8086b0c0-f4ac-4f4d-a4d1-213e77bd92de","","1",9,2,2,1,3.333333333333333,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Correction Ignored","Image Upload | Correction Ignored","The session is academic with multiple practice question requests in history, involving image uploads and slotfill templates. However, the bot repeatedly pushed out-of-scope test-prep templates and ignored user corrections about the content, leading to multiple failures and user frustration."
"bf552348-f6bb-49cd-bfc6-b42edb64f0af","","1",4,1,1,3,3.333333333333333,"Academic","","","","The session is academic as the user requests help with school subjects. However, the bot fails to respond in the first turn despite user input, causing a Gone Exception and severely impacting goal resolution and technical reliability. The rest of the conversation is polite and neutral, so user sentiment is neutral."
"efe35cfa-c2c7-4edc-a276-3d9b44525a5b","","1",5,1,1,3,3.333333333333333,"Non-Academic","","","","The session is non-academic as the user engages in casual conversation rather than study-related queries. The initial bot turn failed to respond to a substantive user input, triggering a Gone Exception and resulting in very low scores for goal resolution and technical reliability. No user frustration or re-asks were present, so user sentiment remains neutral."
"bdae514e-6666-492b-81bf-4d3971fe7b27","","1",6,1,1,3,3.333333333333333,"Gibberish / Unintelligible","","","","The session is dominated by unintelligible user inputs and a non-responsive initial bot turn, resulting in a critical failure to engage. The bot recovers somewhat by responding politely to gibberish, but the initial lack of response severely impacts goal resolution and technical reliability. User sentiment is neutral as there is no explicit frustration expressed."
"e32392f2-c4f4-47e4-9812-baffff4d7cc0","","30646313",4,1,1,3,3.333333333333333,"Academic","","","","The session is academic as the user identifies as a CMA student seeking study help. However, the initial bot response is missing, constituting a Gone Exception failure that severely impacts goal resolution and technical reliability. No user frustration or re-asks are present, so user sentiment is neutral."
"8d6ca681-ff4c-48c9-b244-9b607c555ebb","","30735315",6,2,2,1,3.333333333333333,"Academic | Specific Named Resource | Image Upload | Speech to Text | Blurry / Unclear Image","","Correction Ignored","Image Upload | Speech to Text | Correction Ignored","The session is academic with multiple modality tags due to images and speech-to-text. The bot failed to respond initially and did not fully resolve the user's repeated requests for solving logarithm problems, resulting in an Image Gone Exception and Correction Ignored. These critical failures reduce goal resolution and reliability scores, and the user's repeated re-asks imply some frustration."
"a4e02f40-e0d7-47e7-bb76-76a088904b81","","1",11,2,2,1,3.333333333333333,"Academic","","Correction Ignored","Correction Ignored","The session is academic, focusing on a complex arithmetic calculation. The bot initially gave an approximate answer that the user rejected, prompting a correction that improved the response but did not fully satisfy the user, indicating a correction ignored pattern. There are no other failures or modality tags present."
"037510ff-0f7d-4f21-b719-651b23bf417a","7/4/2026, 10:41:09 AM","1",6,2,2,1,3.333333333333333,"Academic | Specific Named Resource","","Correction Ignored","Correction Ignored","The session is academic with specific named resources discussed. The bot provided mostly accurate information but failed to fully accept the user's correction about the textbook name, causing the user to re-ask or correct. There are no technical failures or refusals, but the user showed implicit frustration by correcting the bot."
"b0f4b667-97f3-4ea4-9e61-10b2cc2752d6","","1",6,1,1,3,3.333333333333333,"Academic","","","","The session is academic, focused on integer arithmetic problems. However, the initial bot turn failed to respond, causing a critical failure (Gone Exception) that significantly impacts goal resolution and reliability. The rest of the bot responses correctly answer the user's queries, but the initial failure lowers the overall scores."
"e950703d-2ab3-444e-a65c-522ddd84f4cf","","1",5,2,2,1,3.333333333333333,"Academic","","Correction Ignored","Correction Ignored","The session is academic but starts with a non-response from the bot, which is a critical failure. The bot's later replies do not resolve the user's unclear math expression queries, leading to repeated user attempts and ignored corrections. These failures justify low scores on goal resolution, reliability, and user sentiment."
"bad3f9dd-6020-49ef-9bbd-04641de0cf0f","","30747562",4,1,1,3,3.333333333333333,"Non-Academic","","","","The session is non-academic as the user asked for help making a chart on a website, which is outside school topics. The bot failed to respond initially, causing a Gone Exception and resulting in very low scores for goal resolution and technical reliability. The user sentiment is neutral as there is no explicit frustration or correction."
"ea03cfd4-3889-43d3-825a-f3cc38c88abd","","30719398",7,1,1,3,3.333333333333333,"Non-Academic","","","","The session is purely casual chat with no academic intent, so it is tagged Non-Academic. The initial bot turn failed to respond to user input, triggering a Gone Exception. No other failures or user frustration are evident."
"23ba0e0b-2376-464f-ae46-f5e7eebd72a0","","1",4,1,1,3,3.333333333333333,"Non-Academic","","","","The session is primarily casual chat with no academic intent. The bot failed to respond in the first turn despite user input, causing a Gone Exception and resulting in very low goal resolution and technical reliability scores. User sentiment is neutral as there is no explicit frustration or correction."
"14ea1805-e2f4-4825-a0b8-142699c543b0","","1",5,2,2,1,3.333333333333333,"Academic | Speech to Text","","Correction Ignored","Speech to Text | Correction Ignored","The session is academic with speech-to-text input, but the bot failed to respond initially and did not improve after the user re-asked the question, indicating unresolved issues. These failures justify low scores on goal resolution and technical reliability, with user sentiment reflecting implicit frustration."
"4d0f1b16-9c9e-4123-b81f-c59b1499111f","","1",4,1,1,3,3.333333333333333,"Academic","","","","The session is academic with a math focus, but the initial bot response was missing, constituting a Gone Exception failure. Subsequent turns recovered with correct answers, but the initial failure severely impacts goal resolution and technical reliability."
"8c22380b-1204-41af-927c-fd764e84748f","","1",5,1,1,3,3.333333333333333,"Academic | Speech to Text","","","Speech to Text","The session is academic with speech-to-text usage, but the bot failed to respond initially, resulting in a Gone Exception. The conversation never progressed to resolving the user's intent, leading to low scores on goal resolution and technical reliability. User sentiment is neutral as there is no explicit frustration or correction."
"de3e2246-907b-433e-a0a9-607232bc32ec","","1",4,1,1,3,3.333333333333333,"Academic | Not Math/Science","","","","The session is academic focused on English language learning for 6th standard. However, the bot failed to respond at all to the initial user input, causing a critical failure. Subsequent turns recover with relevant replies, but the initial no-response turn severely impacts the overall quality."
"365fff60-b1c7-4d76-98d8-164999ff3b44","","1",7,2,2,1,3.333333333333333,"Academic | Not Math/Science","","Correction Ignored","Correction Ignored","The session is academic focused on English reading and basic arithmetic. The bot correctly answered the math question but failed to address the user's repeated claim that the answer was wrong, indicating a correction ignored issue. The bot otherwise provided helpful reading guidance, but the user's repeated correction lowers user sentiment."
"59b680b0-519b-4104-a17c-fc1ecfd9030c","","1",12,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic and involves practice questions with references to a specific CBSE math resource. However, the bot's use of structured TEST_PREP templates was not aligned with the user's intent for conversational explanations and quizzes, resulting in an unwanted template push. There were no other critical failures, but the mismatch lowered the resolution and reliability scores and caused some user frustration."
"bb3cb4a6-04a0-4bb9-96e2-4415aa171f80","","1",4,2,2,2,4,"Academic | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Unwanted Template Push | Completion Refusal","The session is academic with a slotfill template used, but the bot failed by pushing an out-of-scope TEST_PREP template and refusing to directly answer the user's homework-style question. These failures significantly lowered goal resolution and technical reliability, though user sentiment remained neutral without explicit frustration."
"993e319e-a14e-4eb1-a274-f1b1fd50f5eb","","1",9,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Completion Refusal | Unwanted Template Push","Slotfill | Completion Refusal | Unwanted Template Push","The session is academic with practice question requests and a named chapter. The bot refused to complete full question-answer sets, which is a completion refusal. The initial bot silence is a gone exception failure. The use of a slotfill template (Type: REMINDER) when the user wanted direct answers causes unwanted template push. Overall, the session partially resolves user intent but has multiple bot failures."
"73028e33-1f0d-4716-a85a-db70540193ed","","1",6,2,2,2,4,"Academic | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session started with a non-response from the bot, causing a Gone Exception. Later, the bot pushed an out-of-scope TEST_PREP slotfill template, which was inappropriate given the user's request for general math practice help. These failures lowered the goal resolution and technical reliability, while user sentiment was affected by repeated clarifications and unresolved intent."
"8dbd9482-82ec-43d2-b4af-ff62456e1cfb","","1",10,2,2,2,4,"Academic | Not Math/Science | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with a focus on school subjects including a math rule explanation in Hindi, but the bot incorrectly pushed a TEST_PREP template outside its valid scope, resulting in an unwanted template push failure. There were no other critical failures, but the user reframed requests indicating some dissatisfaction. Overall, the bot partially resolved the user's intent but misapplied the template flow."
"d65eb847-7e92-496d-b5c4-bf89418c8129","","30677113",26,2,2,2,4,"Academic | Mock / Practice Questions | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with multiple practice question requests and an image upload. The bot correctly answered most questions but used a structured TEST_PREP template for significant figures practice that was out-of-scope given the user's intent for direct explanation, triggering Unwanted Template Push. There are no critical failures, but the template push lowered the resolution and reliability scores and user sentiment is mildly affected due to repeated prompting for direct questions."
"fbdbe1e7-594a-49e3-9112-f4f67bf9e13a","","1",6,2,2,2,4,"Academic | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a focus on science and specific chapters. The bot used a TEST_PREP slotfill template inappropriately for a concept explanation request, triggering an Unwanted Template Push. There are no other failures, but the slotfill misuse lowers goal resolution and reliability, and the user re-asked related content indicating mild frustration."
"23b7f66c-2527-4465-80db-832caebfbc3f","","30756075",7,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with multiple practice question requests and slotfill usage. However, the initial bot turn failed to respond, causing a Gone Exception, and the bot pushed test-prep templates outside the valid scope, resulting in Unwanted Template Push. User sentiment indicates implicit frustration due to repeated re-asks and incomplete resolution."
"854e9b86-7dc1-4d3e-b3d2-8131786593be","","30756471",9,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal","The session is academic with multiple practice question requests and slotfill usage. The bot refused to create a full question paper and pushed structured test-prep templates even when the user wanted broader chapter content and a quiz format, causing moderate failures. There are no critical failures like context loss or incorrect answers, but the user intent was only partially fulfilled."
"d4ad0254-85b9-404a-9598-bbe47b82edf5","","30601812",5,2,2,2,4,"Academic | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The bot responded with a structured TEST_PREP template despite the user's clear intent for direct chapter explanation and study tips, constituting an unwanted template push. There were no other critical failures, but the mismatch between user intent and bot response lowered goal resolution and reliability. User sentiment is mildly affected due to the mismatch, reflected in a moderate score."
"0cbd3761-5dcb-4f98-a375-b6652d70ebbf","","1",29,2,2,2,4,"Academic | Not Math/Science | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with mixed math and general knowledge content, including English vocabulary. The bot incorrectly used a TEST_PREP slotfill template for a general math question that did not fit the valid scope, resulting in an unwanted template push failure. There are no other critical failures, but the slotfill misuse lowers the goal resolution and reliability scores, and the user re-asks some questions indicating mild frustration."
"6c7b3a8d-642c-4367-b589-f7ce3b91f84b","","30774434",5,2,2,2,4,"Academic | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with a clear focus on Class 11 Chemistry chapter content and includes speech-to-text and slotfill modalities. However, the bot pushed a TEST_PREP template that was not appropriate for the user's intent, constituting an unwanted template push. There are no other critical failures, but the mismatch lowers goal resolution and reliability scores, and the user rephrased requests indicating some implicit frustration."
"faac4ce7-e2cb-4ce3-9e45-601262b96dd8","","1",7,2,2,2,4,"Academic | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The conversation is academic and involves chemistry topic explanations. However, the bot incorrectly used a test-prep template that was out of scope for the user's request, which was for concept explanation and question types rather than practice questions. This mismatch lowered goal resolution and reliability, and the user re-asked for clarifications, indicating some frustration."
"b66bf770-aea8-44f0-8357-b908f7c0ca37","","1",5,2,2,2,4,"Academic | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with speech-to-text and slotfill modalities. The initial bot silence is a gone exception failure. The bot's use of a TEST_PREP template is inappropriate for the user's homework help request, causing unwanted template push. The user's last question lacks sufficient detail for a proper answer. These issues reduce goal resolution and reliability, and the user likely experienced some frustration."
"f5bbb93d-693b-4248-9f41-c6680ebef788","","1",5,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Completion Refusal","The session is academic with multiple modality tags and a structured slotfill template used. However, the initial bot turn was empty despite user input with an image, causing an Image Gone Exception. The bot also refused the user's full worksheet creation request and used a TEST_PREP template out of scope, triggering Unwanted Template Push and Completion Refusal. User sentiment indicates some implicit frustration due to partial fulfillment and refusal."
"4fce9de2-b2c7-4313-ba42-503745beb7bc","","1",5,2,2,2,4,"Academic | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with image upload and slotfill modality. The initial bot silence after user input with an image triggers Image Gone Exception. The final bot response uses an out-of-scope TEST_PREP template, causing Unwanted Template Push. These failures reduce goal resolution and technical reliability, and user sentiment is likely frustrated due to incomplete and inappropriate responses."
"44d6a898-1616-4cf4-a18c-ecb6242380a9","","30773533",7,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal","The session is academic with a focus on chemistry question generation and concept explanations, but the bot incorrectly pushed a TEST_PREP template outside its valid scope and refused to fulfill the user's request for long questions. These failures reduce goal resolution and technical reliability, though the user did not explicitly express frustration."
"ce58c444-6347-4b32-a556-3d31b5589c15","","30773375",3,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with a focus on biology test preparation and includes image upload and slotfill modalities. The initial bot silence after user input with an image upload triggers Image Gone Exception. The use of Type: TEST_PREP slotfill is out-of-scope for the user's biology notes request, causing Unwanted Template Push. No explicit user correction or board/class mismatch was present, but the session has critical failures lowering scores."
"e22c6e19-ab31-4dc3-a1c4-d05fda76387c","","1",7,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with practice questions and slotfill usage, but the bot used a Type: TEST_PREP template inappropriately for the user's intent, which was more about concept explanation and homework help. There are no other critical failures, but this misuse of template lowers the goal resolution and technical reliability scores. User sentiment is slightly negative due to confusion and re-asking."
"5f66a74b-c199-4db5-8aca-7e52f5db1046","","1",7,2,2,2,4,"Academic | Mock / Practice Questions | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with study help and practice question requests involving image uploads and slotfill templates. The bot used a TEST_PREP slotfill template inappropriately given the user's intent for direct study help, causing an Unwanted Template Push failure. No other critical failures were found, but the slotfill misuse lowers resolution and reliability scores."
"b96b21ad-8bd8-4e12-884a-3cf458ffbccc","","30772586",6,2,2,2,4,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal","The session is academic with multiple subject mentions and a request for practice tests, but the bot incorrectly used a test-prep template outside its valid scope and refused to fulfill the full test request. Additionally, the initial bot turn failed to respond, causing a Gone Exception. These issues significantly impacted goal resolution and technical reliability, though user sentiment remained neutral."
"e128a128-ab17-4a56-abc5-02182df1db3c","","1",5,2,2,2,4,"Academic | Not Math/Science | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The conversation is academic and focused on English literature with image uploads and a slotfill template used. However, the bot incorrectly pushed a Type: TEST_PREP template for an English literature worksheet, which is out-of-scope and constitutes an unwanted template push. There are no other critical failures, but this reduces the goal resolution and technical reliability scores, and the user re-asked a question indicating some dissatisfaction."
"6eede989-2eba-47e2-b0d6-a3316956225c","","30772294",5,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal","The session is academic with a focus on chemistry and practice questions, including speech-to-text and slotfill modalities. The bot failed initially by not responding, refused to provide direct answers for a live test, and pushed an out-of-scope TEST_PREP template, resulting in multiple critical and moderate issues. These failures lowered the goal resolution and technical reliability scores and caused implicit user frustration."
"0efbd49a-cf93-4640-b8c5-5f52d8cfbd44","","1",14,2,2,2,4,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with multiple practice question requests including a Hindi poem quiz and chemical equations. The bot repeatedly used TEST_PREP slotfill templates outside their valid scope, constituting an unwanted template push. There are no other critical failures, but the mismatch in template use lowers goal resolution and technical reliability, and the user showed implicit frustration."
"0195b5f6-a87a-48f0-b201-8a6c91cb1da1","","1",10,2,2,2,4,"Academic | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Speech to Text | Unwanted Template Push","The session is academic with multiple modalities including image upload and speech-to-text. The bot correctly handled arithmetic progression and electricity concepts but pushed a TEST_PREP template out of scope, which the user did not request, resulting in an unwanted template push failure. There were no critical failures, but the template push lowered the resolution and reliability scores and caused some user frustration."
"a8458558-ee69-43a4-98b8-108dbf1d661f","","1",5,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Unwanted Template Push | Completion Refusal","The session is academic with a focus on practice questions and uses a slotfill template referencing a specific CBSE lesson. However, the bot refused to provide full answers and pushed a test-prep template despite the user's intent for direct answers, causing moderate issues. There are no critical failures, and the user sentiment appears neutral without explicit frustration."
"c5b2f533-632c-42a2-8cc2-7740593e5c8f","","1",4,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a focus on biology exam questions and includes a slotfill template for test prep. However, the bot's use of a Type: TEST_PREP template was inappropriate given the user's request for direct exam question help, resulting in an unwanted template push and lowering the resolution and reliability scores. User sentiment indicates mild frustration due to the mismatch in response format."
"298a3491-cf59-433b-9899-78fbe65f8ae7","7/4/2026, 4:20:47 PM","1",4,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Speech to Text | Unwanted Template Push","The bot provided academic content and practice questions aligned with the user's grade and chapters, including image and speech-to-text inputs. However, the use of Type: TEST_PREP slotfill was inappropriate given the user's request for a full paper and mixed chapters, constituting an unwanted template push. There were no other critical failures, but the session did not fully meet the user's expectations for direct answers."
"4cf527c3-a99d-4c56-a448-17d40ac2b1e8","","1",16,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push","Slotfill | Speech to Text | Unwanted Template Push","The session is academic with relevant practice questions and references to specific chapters. However, the bot used a TEST_PREP slotfill template inappropriately for the user's request, constituting an unwanted template push. There are no other critical failures, but the user re-asked for questions indicating some dissatisfaction, resulting in moderate scores."
"9760b932-c0fc-48e8-bae7-1db2bc555acf","","30771569",4,2,2,2,4,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic with a practice question request, but the bot failed to respond initially and later pushed a TEST_PREP template that was not clearly appropriate, resulting in unresolved user intent and technical issues. These failures lowered the goal resolution and reliability scores, and the user implicitly reframed requests indicating some frustration."
"7fc7891b-62d4-4165-8380-24278b05b586","7/4/2026, 7:50:46 AM","30768044",9,2,2,2,4,"Academic | Class 5 and Below CBSE | Not Math/Science | Slotfill","","Unwanted Template Push","Slotfill | Unwanted Template Push","The session is academic focused on literary studies with a final request for a class 5 math test. The bot incorrectly pushed a test-prep slotfill template outside the valid scope, causing an unwanted template push issue. This failure lowers the goal resolution and technical reliability scores, and the user's repeated clarifications indicate some frustration."
"cf1083b4-820a-48fd-9a89-278288cad847","","1",4,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push","Slotfill | Image Upload | Unwanted Template Push","The session is academic with a focus on chemistry and includes a test request, image upload, and slotfill usage. However, the bot's use of a TEST_PREP template was inappropriate for the user's request, constituting an unwanted template push. There were no other critical failures, but the session did not fully meet user expectations."
"cd98952f-9ae3-44e5-a680-fb611dcb71fe","","1",3,2,2,2,4,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Completion Refusal","Slotfill | Unwanted Template Push | Completion Refusal","The session is academic with a focus on practice questions about force and friction, using a slotfill template. However, the initial bot silence and refusal to fully comply with the user's request caused significant failures. The bot also pushed a test-prep template when a direct answer was more appropriate, lowering the resolution and reliability scores."
